id,original_language,original_title,popularity,release_date,title,vote_average,vote_count
62321,el,Attenberg,5.733,2012-03-09,attenberg,5.9,52
128311,en,Under the Bed,5.717,2012-07-19,under the bed,5.0,50
135047,en,Hotel Noir,5.656,2012-10-09,hotel noir,5.8,23
111237,ru,Белый тигр,5.635,2012-06-06,white tiger,5.5,41
72842,en,Albatross,5.624,2012-01-02,albatross,6.2,48
100529,en,Lola Versus,5.621,2012-04-24,lola versus,5.0,82
53567,no,Thale,5.603,2012-09-09,thale,5.4,71
84797,es,La chispa de la vida,5.602,2012-04-24,as luck would have it,5.9,36
85052,hi,हाउसफुल २,5.587,2012-04-05,housefull 2,5.2,45
93858,pt,Tabu,5.572,2012-12-26,tabu,7.3,70
91549,en,The Moth Diaries,5.538,2012-04-20,the moth diaries,5.2,64
100089,en,Nazis at the Center of the Earth,5.503,2012-04-24,nazis at the center of the earth,3.4,46
119321,en,Big Top Scooby-Doo!,5.499,2012-10-22,big top scoobydoo,6.7,35
116440,en,Maggie Simpson in The Longest Daycare,5.473,2012-07-12,maggie simpson in the longest daycare,6.7,133
133458,sv,Hypnotisören,5.473,2012-10-10,the hypnotist,5.4,79
112090,en,Branded,5.461,2012-09-07,branded,4.6,102
102000,fr,L'enfant d'en haut,5.437,2012-10-05,sister,6.8,76
84185,en,Chasing Ice,5.433,2012-11-09,chasing ice,7.6,91
93676,en,Someday This Pain Will Be Useful to You,5.412,2012-10-05,someday this pain will be useful to you,5.6,60
105485,en,Mega Cyclone,5.407,2012-04-27,mega cyclone,4.4,17
117942,en,Girls Gone Dead,5.405,2012-03-28,girls gone dead,3.5,20
26405,en,Wake in Fright,5.385,2012-09-22,wake in fright,7.6,101
91902,en,Ecstasy,5.335,2012-08-10,ecstasy,5.0,19
81704,de,Romeos,5.32,2011-06-21,romeos,6.8,37
103328,fr,Holy Motors,5.31,2012-10-17,holy motors,7.0,431
84169,en,Ai Weiwei: Never Sorry,5.305,2012-07-27,ai weiwei never sorry,7.2,49
95755,en,Small Apartments,5.302,2012-03-10,small apartments,5.9,75
152042,ja,劇場版 魔法少女まどか☆マギカ [前編] 始まりの物語,5.301,2012-10-19,puella magi madoka magica the movie part i beginnings,7.6,55
79842,th,SeaFood,5.272,2012-10-02,seafood,4.8,25
136406,en,Lego Star Wars: The Empire Strikes Out,5.268,2012-09-26,lego star wars the empire strikes out,6.6,35
128876,en,Tower Block,5.26,2012-09-19,tower block,5.9,81
119278,en,Smiley,5.249,2012-10-12,smiley,4.3,193
128270,en,Not Fade Away,5.215,2012-12-21,not fade away,5.7,38
84286,en,How to Survive a Plague,5.201,2012-09-20,how to survive a plague,7.7,34
123105,en,The Bay,5.19,2012-11-02,the bay,5.5,341
44032,en,Bending The Rules,5.187,2012-03-09,bending the rules,5.4,28
100416,en,Demoted,5.163,2011-03-12,demoted,5.0,23
133558,en,Saints and Soldiers: Airborne Creed,5.156,2012-08-17,saints and soldiers airborne creed,5.6,37
63310,nl,Rundskop,5.117,2012-02-17,bullhead,7.3,165
84907,en,Playback,5.113,2012-03-09,playback,3.9,59
139997,en,And While We Were Here,5.112,2013-09-13,and while we were here,6.1,68
79465,en,Loosies,5.102,2012-02-01,loosies,5.6,61
105528,en,Cowgirls n' Angels,5.072,2012-05-25,cowgirls n angels,5.4,30
103243,hi,विक्की डोनर,5.064,2012-04-20,vicky donor,7.0,71
102197,ru,Шпион,5.058,2012-06-06,the spy,5.1,14
118677,en,Why Stop Now?,5.056,2012-08-17,why stop now,5.5,54
148608,en,Moon Mater,5.036,2010-11-02,moon mater,5.7,18
95754,en,Big Time Movie,4.984,2012-03-10,big time movie,6.6,44
124471,zh,画皮2,4.953,2012-08-17,painted skin the resurrection,5.7,33
79940,en,Tim and Eric's Billion Dollar Movie,4.946,2012-03-02,tim and erics billion dollar movie,5.7,61
48015,en,13Hrs,4.943,2012-04-01,13hrs,4.5,28
93077,en,Rites of Passage,4.938,2012-10-16,rites of passage,4.8,25
110148,en,Jesse Stone: Benefit of the Doubt,4.892,2012-05-19,jesse stone benefit of the doubt,7.0,27
165567,en,Static,4.864,2012-10-31,static,5.7,54
92493,en,Edwin Boyd: Citizen Gangster,4.836,2012-04-27,edwin boyd citizen gangster,5.6,28
48748,da,Klovn - the movie,4.821,2012-04-20,klown,6.5,60
82327,fr,Un amour de jeunesse,4.816,2011-09-03,goodbye first love,6.2,59
84290,en,Keep the Lights On,4.815,2012-09-07,keep the lights on,6.2,44
145738,en,40 Days and Nights,4.811,2012-12-15,40 days and nights,3.0,37
274336,he,מעשייה אורבנית,4.81,2012-12-10,urban tale,3.5,2
140174,en,Rise of the Zombies,4.806,2012-10-27,rise of the zombies,3.5,39
107170,en,Ghost Recon: Alpha,4.801,2012-05-03,ghost recon alpha,7.5,50
102222,en,The Philly Kid,4.801,2012-05-11,the philly kid,5.1,26
130747,de,Schutzengel,4.795,2012-10-10,the guardians,6.0,55
103551,en,Hirokin,4.782,2012-11-06,hirokin the last samurai,4.0,20
223732,en,Bloody Homecoming,4.769,2012-12-30,bloody homecoming,4.5,16
113693,en,Adventures in the Sin Bin,4.766,2012-06-08,adventures in the sin bin,5.3,11
142563,en,Fresh Guacamole,4.762,2012-03-02,fresh guacamole,7.6,65
141423,en,The Legend of Mor'du,4.747,2012-11-13,the legend of mordu,5.7,32
79935,en,Fortress,4.738,2012-04-01,fortress,5.4,21
126323,en,Mine Games,4.728,2012-12-01,mine games,5.5,42
81900,en,Scooby-Doo! Music of the Vampire,4.707,2012-03-13,scoobydoo music of the vampire,6.6,38
123797,cn,低俗喜剧,4.675,2012-09-28,vulgaria,6.3,21
51261,en,National Lampoon's The Legend of Awesomest Maximus,4.67,2011-08-05,national lampoons the legend of awesomest maximus,3.7,37
84533,hi,एक मैं और एक तू,4.662,2012-02-10,ek main aur ekk tu,5.6,41
97632,en,American Warships,4.659,2012-05-15,american warships,3.3,34
89325,en,Darling Companion,4.656,2012-04-20,darling companion,5.0,46
137566,en,Between Us,4.605,2012-10-05,between us,5.2,15
102632,hi,राउडी राठौर,4.562,2012-06-01,rowdy rathore,5.9,40
129850,zh,消失的子弹,4.533,2012-08-31,the bullet vanishes,6.5,29
96399,en,For Greater Glory: The True Story of Cristiada,4.519,2012-06-01,for greater glory the true story of cristiada,6.6,63
119117,en,Hijacked,4.506,2012-07-31,hijacked,3.6,21
72334,en,Chimpanzee,4.5,2012-04-20,chimpanzee,7.2,61
84317,en,Nobody Walks,4.499,2012-10-19,nobody walks,4.9,33
168027,en,Freaky Deaky,4.476,2012-04-22,freaky deaky,5.1,28
132759,ru,ДухLess,4.466,2012-10-10,soulless,5.6,40
152989,fr,La stratégie de la poussette,4.462,2012-11-11,the stroller strategy,5.6,64
100791,ru,Tot yeshchyo Karloson!,4.442,2012-04-04,that still karloson,3.2,15
110272,en,Cheerful Weather for the Wedding,4.438,2012-12-07,cheerful weather for the wedding,5.8,30
160833,ru,Рассказы,4.436,2012-12-12,short stories,6.4,22
114003,en,Jersey Shore Shark Attack,4.433,2012-06-09,jersey shore shark attack,4.0,12
134451,en,Baby Dolls Behind Bars,4.432,2012-06-01,baby dolls behind bars,4.9,4
88036,en,Sparkle,4.417,2012-08-17,sparkle,5.9,53
147879,de,12/12/12,4.409,2012-12-04,121212,2.1,18
133454,en,Super Cyclone,4.387,2012-09-18,super cyclone,2.8,19
117923,en,Assassin's Bullet,4.384,2012-08-02,assassins bullet,4.0,34
133463,en,Redd Inc.,4.359,2012-11-03,redd inc,5.6,37
95919,zh,愛,4.352,2012-02-17,love,6.0,20
76333,es,Extraterrestre,4.343,2012-06-15,extraterrestrial,5.5,44
84338,en,Simon Killer,4.337,2012-04-12,simon killer,6.1,39
173557,en,The Seven Year Hitch,4.306,2012-10-13,the seven year hitch,5.7,27
84288,en,The Invisible War,4.297,2012-01-20,the invisible war,7.5,67
84342,en,Something from Nothing: The Art of Rap,4.293,2012-06-15,something from nothing the art of rap,6.7,34
117629,he,הסיפור של יוסי,4.29,2012-06-06,yossi,7.0,31
154922,ru,Три богатыря на дальних берегах,4.277,2012-12-30,tri bogatyrya na dalnikh beregakh,5.7,23
151071,en,"It's Christmas, Carol!",4.27,2012-11-18,its christmas carol,5.6,15
139715,en,Detention of the Dead,4.268,2012-04-27,detention of the dead,5.0,50
110391,fa,وەرزی کەرگەدەن ،,4.259,2013-08-13,rhino season,5.8,16
141614,fi,Niko 2: Lentäjäveljekset,4.244,2012-11-02,niko 2 little brother big trouble,5.7,27
122930,en,Breathless,4.236,2012-01-04,breathless,5.4,18
138372,en,Bad Kids Go To Hell,4.23,2012-12-07,bad kids go to hell,4.1,55
82448,sv,Simon och ekarna,4.218,2012-10-11,simon the oaks,6.6,27
148656,en,The Good Witch's Charm,4.204,2012-10-27,the good witchs charm,6.7,33
137776,en,A Mother's Nightmare,4.175,2012-09-29,a mothers nightmare,5.6,55
86759,en,Rosewood Lane,4.175,2011-10-15,rosewood lane,5.0,52
94671,en,Jayne Mansfield's Car,4.161,2013-09-13,jayne mansfields car,5.9,29
137174,en,Marfa Girl,4.158,2012-11-20,marfa girl,4.9,22
120292,en,Not Suitable For Children,4.145,2012-08-08,not suitable for children,5.4,59
94104,en,"3, 2, 1... Frankie Go Boom",4.106,2012-10-12,3 2 1 frankie go boom,5.5,36
93230,sv,Nobels testamente,4.099,2012-08-08,nobels last will,5.9,25
100493,en,The Devil's Carnival,4.098,2012-04-05,the devils carnival,5.8,45
106337,en,Free Samples,4.094,2013-05-31,free samples,6.1,19
142106,en,Petunia,4.066,2013-06-28,petunia,5.5,6
135921,en,Everything or Nothing,4.063,2012-10-05,everything or nothing,7.2,37
91018,en,Linotype: The Film,4.058,2012-02-03,linotype the film,6.7,8
116463,en,Arachnoquake,4.005,2012-06-23,arachnoquake,3.8,29
92645,en,Grimm's Snow White,4.003,2012-03-13,grimms snow white,6.3,39
165477,en,Whole Lotta Sole,3.993,2012-04-21,whole lotta sole,5.4,29
146712,en,A Fairly Odd Christmas,3.982,2012-11-23,a fairly odd christmas,5.3,33
149786,en,Christmas with Holly,3.973,2012-12-09,christmas with holly,6.2,52
83384,en,Dark Horse,3.972,2012-06-08,dark horse,5.5,51
298016,en,It's a SpongeBob Christmas!,3.949,2012-11-23,its a spongebob christmas,5.9,33
216374,en,I Will Follow You Into the Dark,3.94,2012-12-20,i will follow you into the dark,4.3,27
128542,en,Camp Fred,3.928,2012-07-28,fred 3 camp fred,6.4,38
27480,en,Last Ride,3.906,2012-06-29,last ride,7.0,15
79745,es,La voz dormida,3.904,2012-03-04,the sleeping voice,7.0,54
489412,en,It's Such a Beautiful Day,3.85,2012-08-24,its such a beautiful day,8.2,59
97609,en,Somebody Up There Likes Me,3.841,2013-03-08,somebody up there likes me,5.5,13
84170,en,Five Broken Cameras,3.836,2012-10-19,five broken cameras,7.6,45
122192,fr,Le Guetteur,3.817,2012-09-09,the lookout,5.6,51
142108,en,I Want Your Love,3.815,2012-07-12,i want your love,5.2,19
142635,en,Love at the Thanksgiving Day Parade,3.804,2012-11-04,love at the thanksgiving day parade,7.0,16
105526,en,Any Day Now,3.779,2012-12-14,any day now,6.9,45
126337,en,Unconditional,3.751,2012-09-21,unconditional,6.8,35
134623,en,Tom and Jerry: Robin Hood and His Merry Mouse,3.748,2012-10-02,tom and jerry robin hood and his merry mouse,6.8,20
190899,en,Dead Mine,3.74,2012-09-30,dead mine,4.6,38
127061,en,Lake Effects,3.703,2012-05-06,lake effects,4.3,10
80787,en,Britain's Greatest Codebreaker,3.702,2012-10-17,britains greatest codebreaker,6.1,13
119893,en,An American Girl: McKenna Shoots for the Stars,3.677,2012-07-14,an american girl mckenna shoots for the stars,6.3,26
104185,en,Alien Tornado,3.664,2012-04-21,alien tornado,3.1,18
150229,en,Boot Tracks,3.663,2012-11-01,tomorrow youre gone,4.5,22
89638,en,Steve Jobs: The Lost Interview,3.661,2012-05-11,steve jobs the lost interview,7.5,47
87016,en,Sexting in Suburbia,3.645,2012-01-14,sexting in suburbia,5.1,24
96600,en,Grassroots,3.643,2012-06-22,grassroots,5.1,8
85887,en,A Taste of Romance,3.637,2012-01-14,a taste of romance,5.9,20
145840,en,Hitched for the Holidays,3.625,2012-11-25,hitched for the holidays,6.2,23
107934,en,Blue Ridge,3.623,2012-06-07,blue ridge,5.7,6
96398,hi,Paan Singh Tomar,3.605,2012-03-02,paan singh tomar,7.5,48
92635,en,Snow White: A Deadly Summer,3.595,2012-03-16,snow white a deadly summer,4.1,14
183412,en,Dead Souls,3.578,2012-10-11,dead souls,4.1,31
333915,en,Sexy Assassins,3.57,2012-01-01,sexy assassins,7.9,14
107100,fr,Seattle Superstorm,3.557,2012-03-31,seattle superstorm,3.6,18
145711,en,Naughty or Nice,3.545,2012-12-24,naughty or nice,6.1,37
122083,fr,Superstar,3.535,2012-09-09,superstar,5.3,49
128564,en,Attack of the 50 Foot Cheerleader,3.527,2012-01-01,attack of the 50 foot cheerleader,4.9,14
152348,en,Nuclear Family,3.514,2012-10-15,nuclear family,2.8,5
83727,en,The Theatre Bizarre,3.508,2012-01-26,the theatre bizarre,5.3,48
94478,en,You Instead,3.502,2012-05-11,you instead,7.0,51
127878,en,Casting By,3.492,2012-10-12,casting by,7.5,19
52001,en,Citadel,3.49,2012-11-09,citadel,5.3,76
44109,en,She Wants Me,3.472,2012-04-05,she wants me,3.9,16
119826,en,The Unspeakable Act,3.438,2012-04-19,the unspeakable act,5.3,7
192415,en,The Sacred,3.436,2012-01-01,the sacred,5.0,5
140228,nl,Mees Kees,3.431,2012-12-01,mister twister class of fun,7.1,15
167666,en,Monster High: Escape from Skull Shores,3.427,2012-02-16,monster high escape from skull shores,6.4,20
127548,en,Hold Your Breath,3.42,2012-10-05,hold your breath,3.5,40
21036,ja,パンダコパンダ,3.416,2000-07-25,panda go panda,6.2,37
281778,en,Survivor,3.412,2012-08-29,survivor,4.8,55
99247,ru,Мамы,3.412,2012-06-06,mommies,4.7,13
132601,en,The Reef 2: High Tide,3.412,2012-10-30,the reef 2 high tide,3.3,18
55741,zh,赵氏孤儿,3.4,2012-07-27,sacrifice,6.4,18
92391,en,Sket,3.394,2012-03-05,sket,4.8,13
122088,he,למלא את החלל,3.392,2012-07-07,fill the void,6.5,38
145174,en,Robot Chicken: DC Comics Special,3.391,2012-09-09,robot chicken dc comics special,7.7,15
98581,ru,8 Pervykh Svidaniy,3.39,2012-06-06,8 first dates,7.2,22
87861,en,GИ∀RR,3.385,2012-02-07,gnarr,5.9,4
89857,en,High Road,3.38,2012-03-06,high road,5.6,38
135858,en,Dungeons & Dragons: The Book of Vile Darkness,3.376,2012-11-23,dungeons dragons the book of vile darkness,4.3,29
151092,en,Collision Course,3.375,2012-03-27,collision course,4.0,15
96384,en,Stella Days,3.373,2012-06-22,stella days,6.6,8
149235,en,Help for the Holidays,3.368,2012-12-09,help for the holidays,6.2,29
80034,en,Earth's Final Hours,3.367,2012-02-01,earths final hours,4.7,30
82321,en,The Loneliest Planet,3.361,2012-10-25,the loneliest planet,5.8,29
128841,en,The Thompsons,3.358,2012-12-31,the thompsons,4.9,30
137217,en,Donovan's Echo,3.356,2012-02-15,donovans echo,6.0,29
96648,en,The Incident,3.35,2012-05-04,the incident,5.8,44
141102,en,The Swan Princess Christmas,3.339,2012-11-06,the swan princess christmas,5.9,25
232195,es,Tráiganme la cabeza de la mujer metralleta,3.338,2012-09-23,bring me the head of the machine gun woman,5.8,16
112936,hi,Bol Bachchan,3.329,2012-07-06,bol bachchan,5.9,35
64205,th,โคตรสู้ โคตรโส,3.325,2012-01-01,bko bangkok knockout,5.5,41
214990,en,An American Ghost Story,3.309,2012-10-01,an american ghost story,4.1,19
147405,hi,दबंग 2,3.288,2012-12-21,dabangg 2,5.1,47
136071,sv,Johan Falk: Alla råns moder,3.282,2012-10-24,johan falk alla råns moder,6.4,13
93091,en,Crazy Eyes,3.274,2012-07-06,crazy eyes,4.6,7
85525,ko,북촌방향,3.264,2012-04-20,the day he arrives,7.0,34
98369,en,Blue Like Jazz,3.253,2012-04-13,blue like jazz,5.9,35
48809,en,Parasitic,3.252,2012-06-26,parasitic,2.7,10
82501,fr,La femme du Vème,3.239,2012-06-15,the woman in the fifth,5.0,43
82624,sq,The Forgiveness of Blood,3.234,2012-02-24,the forgiveness of blood,6.7,26
163772,ja,クレヨンしんちゃん 嵐を呼ぶ!オラと宇宙のプリンセス,3.232,2012-04-30,crayon shinchan fierceness that invites storm me and the space princess,7.5,2
66228,en,Muniyandi Vilangial Moonramandu,3.228,2012-11-02,muniyandi vilangial moonramandu,6.0,1
104593,en,Blue-Eyed Butcher,3.22,2012-03-03,blueeyed butcher,6.0,23
61980,en,Seeing Heaven,3.209,2012-07-16,seeing heaven,3.7,9
137528,en,You Can't Kill Stephen King,3.203,2012-04-14,you cant kill stephen king,4.6,22
143563,en,Jesus Christ Superstar - Live Arena Tour,3.191,2012-11-19,jesus christ superstar live arena tour,7.3,13
78047,en,Treasure Buddies,3.187,2012-01-31,treasure buddies,5.2,39
168901,en,Inside,3.186,2012-01-11,inside,4.2,7
153133,en,Undercover Bridesmaid,3.173,2012-04-15,undercover bridesmaid,5.5,46
87178,en,The Whisperer in Darkness,3.172,2012-03-15,the whisperer in darkness,6.6,42
137563,en,A Band Called Death,3.133,2013-06-27,a band called death,7.2,47
191489,en,Bill Burr: You People Are All The Same,3.128,2012-08-16,bill burr you people are all the same,7.9,50
125558,en,Among Friends,3.116,2012-07-08,among friends,4.3,30
129418,en,Bigfoot: The Lost Coast Tapes,3.101,2012-10-19,bigfoot the lost coast tapes,4.4,25
144785,en,Matchmaker Santa,3.086,2012-11-21,matchmaker santa,5.7,27
152130,en,Playdate,3.068,2012-04-28,playdate,4.8,12
103977,en,Daffy's Rhapsody,3.062,2012-02-10,daffys rhapsody,5.8,6
160907,en,The Fall of the Essex Boys,3.054,2012-02-18,the fall of the essex boys,4.4,19
66608,en,Blubberella,3.054,2012-01-31,blubberella,3.4,25
121602,zh,危險關係,3.035,2012-11-09,dangerous liaisons,6.2,22
84166,en,28 Hotel Rooms,3.024,2012-01-21,28 hotel rooms,6.0,32
133557,en,The Girl,3.023,2012-10-22,the girl,6.0,50
292086,en,Come Morning,3.013,2012-10-21,come morning,6.3,5
273671,en,Christmas Crush,3.005,2012-11-17,christmas crush,4.8,20
133459,sv,Sune i Grekland - all inclusive,3.004,2012-12-30,the anderssons in greece all inclusive,5.2,18
103597,fr,Americano,2.997,2012-06-15,americano,5.3,24
105768,en,Flicka: Country Pride,2.995,2012-05-01,flicka country pride,5.8,35
91921,en,Ecstasy of Order: The Tetris Masters,2.994,2011-10-21,ecstasy of order the tetris masters,6.9,25
104733,da,Undskyld jeg forstyrrer,2.986,2012-02-02,excuse me,4.8,4
89156,pl,Róża,2.985,2012-06-01,rose,7.5,20
104155,en,Mansome,2.979,2012-05-18,mansome,4.9,43
79544,en,The Wicker Tree,2.962,2012-01-27,the wicker tree,4.4,25
128195,en,Picture Day,2.959,2012-11-10,picture day,6.7,11
97794,tl,The Road,2.948,2012-05-11,the road,5.1,24
92416,en,Deviation,2.948,2012-03-01,deviation,5.1,4
119457,en,General Education,2.948,2012-08-24,general education,4.4,9
92393,en,Tape 407,2.936,2012-04-27,tape 407,4.1,49
110392,en,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,2.933,2012-11-02,a liars autobiography the untrue story of monty pythons graham chapman,6.8,20
146955,en,Border Run,2.931,2012-10-12,border run,5.6,20
131916,en,Scary or Die,2.928,2012-09-09,scary or die,4.1,27
95667,en,Night of the Living Dead: Re-Animation,2.926,2012-10-16,night of the living dead reanimation,4.0,25
95177,en,Sun Don't Shine,2.919,2012-03-10,sun dont shine,5.2,9
96246,en,In Our Nature,2.918,2012-12-07,in our nature,5.5,11
193603,en,Hayride,2.914,2012-10-13,hayride,4.6,10
62077,es,Carne de neón,2.888,2012-02-24,neon flesh,5.8,24
84354,es,Joven y alocada,2.874,2012-06-06,young wild,5.7,41
85542,en,Trishna,2.873,2012-07-12,trishna,5.9,29
130677,en,King Kelly,2.857,2012-11-30,king kelly,4.7,10
114574,en,Bikini Spring Break,2.855,2012-06-26,bikini spring break,3.6,24
192465,en,Fugitive at 17,2.852,2012-06-30,fugitive at 17,6.1,24
192393,en,Dreamworld,2.849,2012-03-09,dreamworld,5.9,8
97589,en,Leprechaun's Revenge,2.843,2012-03-17,leprechauns revenge,3.5,12
89070,ru,Камень,2.84,2012-06-06,stone,4.9,8
48392,en,Sound of Noise,2.827,2012-03-09,sound of noise,7.4,57
98948,en,Abraham Lincoln vs. Zombies,2.827,2012-05-29,abraham lincoln vs zombies,3.8,62
115547,en,The Rise & Fall of a White Collar Hooligan,2.818,2012-06-22,the rise fall of a white collar hooligan,5.6,25
117856,en,Bigfoot,2.813,2012-06-30,bigfoot,2.9,26
32581,en,Art of Submission,2.809,2012-09-21,art of submission,4.1,8
158150,en,How to Fall in Love,2.808,2012-07-21,how to fall in love,5.9,35
88318,en,Secrets of Eden,2.792,2012-02-04,secrets of eden,4.9,8
124054,en,Shark Week,2.791,2012-08-04,shark week,2.9,16
192623,en,White Frog,2.776,2012-03-07,white frog,5.9,28
173496,en,Broken Trust,2.775,2012-06-17,broken trust,3.6,5
84558,en,Stormhouse,2.772,2012-02-07,stormhouse,3.2,10
112130,en,For the Love of Money,2.765,2012-06-08,for the love of money,5.0,12
115451,en,Spirit Stalkers,2.759,2012-06-16,spirit stalkers,3.0,4
98344,zh,賽德克‧巴萊(上)：太陽旗,2.75,2012-04-27,warriors of the rainbow seediq bale part 1 the sun flag,7.3,29
83443,en,Girl Model,2.747,2012-09-05,girl model,6.5,35
134653,en,Mancation,2.735,2012-10-09,mancation,3.4,6
104232,en,Nesting,2.731,2012-05-11,nesting,4.8,6
114789,en,Dead Season,2.728,2012-05-15,dead season,4.3,27
120092,en,True Bloodthirst,2.725,2012-07-14,true bloodthirst,3.9,26
94196,fr,Zarafa,2.705,2012-11-11,zarafa,6.8,39
88379,en,Osombie,2.705,2012-01-01,osombie,4.3,20
150065,en,Yelling To The Sky,2.7,2011-03-11,yelling to the sky,5.4,9
122796,en,Bad Karma,2.688,2012-09-12,bad karma,4.7,11
110112,en,Nitro Circus: The Movie,2.674,2012-08-08,nitro circus the movie,6.6,55
120772,en,1313: Night of the Widow,2.673,2012-08-01,1313 night of the widow,1.3,4
153060,en,Reel Evil,2.666,2012-12-03,reel evil,3.5,8
39135,en,The Vintner's Luck,2.664,2012-04-17,the vintners luck,5.0,11
164502,ru,Дублёр,2.664,2012-12-29,the double,4.3,15
84284,en,The House I Live In,2.661,2012-10-05,the house i live in,7.8,42
53861,sv,Die,2.656,2012-03-27,die,4.7,31
118621,en,Portrait of a Zombie,2.652,2012-03-03,portrait of a zombie,5.8,8
133446,en,Imaginary Friend,2.648,2012-06-02,imaginary friend,4.8,20
132250,en,Hypothermia,2.646,2012-10-02,hypothermia,3.8,25
220494,en,Bettie Page Reveals All,2.645,2013-11-22,bettie page reveals all,7.1,18
135708,en,Nature Calls,2.636,2012-11-09,nature calls,3.5,17
128767,el,Ο Θεός Αγαπάει το Χαβιάρι,2.635,2012-12-09,god loves caviar,4.9,12
77444,en,The Corridor,2.634,2012-03-30,the corridor,5.1,28
96367,en,WitchSlayer Gretl,2.631,2012-02-25,witchslayer gretl,4.1,9
109416,en,30 Beats,2.629,2012-07-20,30 beats,3.6,8
83890,en,LUV,2.625,2013-01-18,luv,5.7,25
93084,en,Keyhole,2.625,2012-04-06,keyhole,5.6,17
127626,en,Hollow,2.609,2012-09-19,hollow,5.0,30
256109,en,Last Call,2.604,2012-04-12,last call,4.3,7
82520,en,Return,2.603,2012-02-10,return,6.1,8
265886,en,Dark Secrets,2.601,2012-12-08,dark secrets,2.0,1
156062,en,Easy Rider: The Ride Back,2.595,2012-02-25,easy rider the ride back,5.0,9
128280,en,Blood Money,2.59,2012-08-28,blood money,4.5,10
138370,hi,लव शव ते चिकन खुराना,2.587,2012-11-02,luv shuv tey chicken khurana,6.1,12
135675,en,12 Dogs of Christmas: Great Puppy Rescue,2.584,2012-10-09,12 dogs of christmas great puppy rescue,4.9,10
128655,en,Haunted High,2.58,2012-08-25,ghostquake,3.5,10
290671,en,The Dark Side of Love,2.579,2012-05-18,the dark side of love,5.0,1
124074,en,Mea Maxima Culpa: Silence in the House of God,2.578,2012-11-16,mea maxima culpa silence in the house of god,7.7,38
116475,en,Saturday Morning Massacre,2.578,2012-06-16,saturday morning massacre,4.6,17
127594,en,CLONED: The Recreator Chronicles,2.577,2012-02-17,cloned the recreator chronicles,4.7,25
104217,en,Requiem For The Damned,2.575,2012-01-01,requiem for the damned,4.5,3
49258,ja,クイール,2.559,2012-05-18,quill the life of a guide dog,7.4,12
117700,en,Hannah's Law,2.533,2012-06-09,hannahs law,3.8,6
134415,en,Vampire Dog,2.532,2012-09-25,vampire dog,3.9,19
109411,en,Cellmates,2.529,2012-06-01,cellmates,6.0,7
144293,en,Fatal Honeymoon,2.516,2012-08-25,fatal honeymoon,5.2,9
109500,en,Dawn Rider,2.514,2012-05-29,dawn rider,5.1,31
134394,en,Barricade,2.51,2012-09-25,barricade,4.2,45
138907,en,Sassy Pants,2.509,2012-10-26,sassy pants,6.0,29
227218,en,Space Junk 3D,2.508,2012-01-14,space junk 3d,6.0,6
110496,en,The Pregnancy Project,2.505,2012-01-28,the pregnancy project,6.4,28
99877,en,The Waiting Room,2.503,2012-09-26,the waiting room,7.1,13
94603,en,Strippers Vs. Werewolves,2.499,2012-05-11,strippers vs werewolves,3.7,25
148347,ru,Джунгли,2.498,2012-12-12,the jungle,5.0,21
138544,en,American Horror House,2.498,2012-10-13,american horror house,4.4,9
241999,en,A Star for Christmas,2.495,2012-12-02,a star for christmas,5.5,19
84203,en,Goats,2.495,2012-08-10,goats,5.5,42
137144,en,Jeff Dunham: Minding the Monsters,2.493,2012-10-07,jeff dunham minding the monsters,5.7,15
145091,en,Lost Angels: Skid Row Is My Home,2.485,2012-12-07,lost angels skid row is my home,6.2,5
84428,en,Sweet Prudence & the Erotic Adventure of Bigfoot,2.484,2012-04-06,sweet prudence the erotic adventure of bigfoot,7.0,1
90882,ru,Moya Bezumnaya Semya,2.483,2012-09-28,we are family,4.1,6
121071,en,No Tell Motel,2.479,2012-10-09,no tell motel,3.9,18
103173,en,Dragon Age: Dawn of the Seeker,2.472,2012-05-29,dragon age dawn of the seeker,5.6,28
96551,en,Skoonheid,2.471,2012-10-05,beauty,6.0,19
84291,en,Kid-Thing,2.465,2012-01-23,kidthing,6.0,7
83114,en,Tatsumi,2.463,2012-04-03,tatsumi,6.4,8
185744,en,Amy Schumer: Mostly Sex Stuff,2.461,2012-08-18,amy schumer mostly sex stuff,6.4,30
85053,hi,Jannat 2,2.45,2012-05-04,jannat 2,6.8,8
121147,en,Freeloaders,2.45,2012-12-18,freeloaders,4.3,21
224997,en,The Sigil,2.45,2012-05-17,the sigil,2.4,5
115871,ru,Матч,2.447,2012-06-06,match,5.4,11
101852,en,Shuffle,2.446,2012-03-20,shuffle,6.6,16
101962,en,Seance,2.438,2012-05-07,seance,3.5,12
87293,en,Beyond,2.436,2012-05-22,beyond,4.8,16
128185,th,Rebirth,2.434,2012-09-14,bangkok revenge,5.7,12
121798,en,Hang Loose,2.431,2012-12-12,hang loose,5.0,8
184149,en,Somm,2.418,2013-06-21,somm,7.1,35
125623,fr,Le Fils de l'autre,2.418,2012-10-26,the other son,6.3,44
126186,zh,纽约客@上海,2.416,2012-05-03,纽约客上海,6.0,12
106135,en,Crooked Arrows,2.413,2012-05-18,crooked arrows,6.7,22
148331,ru,Соловей-Разбойник,2.412,2012-12-12,soloveyrazboynik,5.9,17
