title,studio,foreign_gross,year,original_language,popularity,release_date,vote_count,production_budget,domestic_gross,worldwide_gross,vote_average,start_year,runtime_minutes,genres,averagerating,numvotes,profit,profit_margin,release_month,release_month_name,release_quarter
nerve,LGF,46700000.0,2016,en,0.6,2011-12-07,1,20000000.0,38583626.0,70652284.0,10.0,2015,62.0,"Documentary,History",6.2,6,50652284.0,2.5326142,12,December,4
ouija origin of evil,Uni.,46600000.0,2016,en,11.823,2016-10-21,1416,9000000.0,35144505.0,81831866.0,6.0,2016,99.0,"Drama,Horror,Mystery",6.1,47099,72831866.0,8.092429555555556,10,October,4
manchester by the sea,RAtt.,31300000.0,2016,en,16.638,2016-11-18,3176,8500000.0,47695371.0,77733867.0,7.5,2016,137.0,Drama,7.8,214557,69233867.0,8.145160823529412,11,November,4
the boss,Uni.,15600000.0,2016,en,11.442,2016-04-08,822,29000000.0,63077560.0,78652207.0,5.8,2016,99.0,Comedy,5.4,39096,49652207.0,1.7121450689655173,4,April,2
mike and dave need wedding dates,Fox,31100000.0,2016,en,11.676,2016-07-08,1552,33000000.0,46009673.0,75898100.0,6.0,2016,98.0,"Adventure,Comedy,Romance",6.0,74849,42898100.0,1.2999424242424242,7,July,3
miracles from heaven,TriS,12200000.0,2016,en,10.078,2016-03-18,478,13000000.0,61705123.0,73798736.0,7.1,2016,109.0,"Biography,Drama,Family",7.1,17734,60798736.0,4.6768258461538466,3,March,1
kubo and the two strings,Focus,21900000.0,2016,en,13.847,2016-08-19,2029,55000000.0,48023088.0,77548122.0,7.7,2016,101.0,"Action,Adventure,Animation",7.8,105578,22548122.0,0.40996585454545453,8,August,3
fences,Par.,6700000.0,2016,en,12.753,2016-12-16,1465,24000000.0,57682904.0,64282881.0,6.8,2016,139.0,Drama,7.2,86749,40282881.0,1.678453375,12,December,4
hail caesar,Uni.,33100000.0,2016,en,12.312,2016-02-05,2328,22000000.0,30080225.0,64160680.0,5.9,2016,106.0,"Comedy,Drama,Music",6.3,111422,42160680.0,1.9163945454545455,2,February,1
the nice guys,WB,26500000.0,2016,en,13.743,2016-05-20,4272,50000000.0,36261763.0,59596747.0,7.1,2016,116.0,"Action,Comedy,Crime",7.4,240337,9596747.0,0.19193494,5,May,2
zoolander 2,Par.,27900000.0,2016,en,12.997,2016-02-12,1374,50000000.0,28848693.0,55348693.0,4.7,2016,101.0,Comedy,4.7,59914,5348693.0,0.10697386,2,February,1
barbershop the next cut,WB (NL),1000000.0,2016,en,12.846,2016-04-15,248,20000000.0,54030051.0,54404202.0,6.0,2016,111.0,"Comedy,Drama",5.9,13306,34404202.0,1.7202101,4,April,2
the finest hours,BV,24500000.0,2016,en,12.673,2016-01-29,943,70000000.0,27569558.0,49252761.0,6.4,2016,117.0,"Action,Drama,History",6.8,55981,-20747239.0,-0.2963891285714286,1,January,1
patriots day,LGF,18700000.0,2016,en,15.435,2016-12-21,1337,40000000.0,31886361.0,52837989.0,6.9,2016,133.0,"Action,Crime,Drama",7.4,76204,12837989.0,0.320949725,12,December,4
florence foster jenkins,Par.,21500000.0,2016,en,8.453,2016-08-12,849,29000000.0,27383770.0,56000339.0,6.7,2016,111.0,"Biography,Comedy,Drama",6.8,44970,27000339.0,0.9310461724137931,8,August,3
a monster calls,Focus,43600000.0,2016,en,11.128,2016-12-23,1918,43000000.0,3740823.0,46414530.0,7.1,2016,108.0,"Animation,Drama,Fantasy",7.5,70416,3414530.0,0.07940767441860465,12,December,4
eddie the eagle,Fox,30400000.0,2016,en,11.483,2016-02-26,1190,23000000.0,15789389.0,45060480.0,7.2,2015,106.0,"Biography,Comedy,Drama",7.4,75331,22060480.0,0.9591513043478261,2,February,1
risen,Sony,9200000.0,2016,en,10.089,2016-02-18,433,20000000.0,36880033.0,46255763.0,5.8,2010,121.0,"Biography,Drama",5.3,182,26255763.0,1.31278815,2,February,1
risen,Sony,9200000.0,2016,en,10.089,2016-02-18,433,20000000.0,36880033.0,46255763.0,5.8,2016,107.0,"Action,Adventure,Drama",6.3,22813,26255763.0,1.31278815,2,February,1
blair witch,LGF,24400000.0,2016,en,9.772,2016-09-16,1094,10000000.0,20777061.0,38985577.0,5.0,2016,89.0,"Horror,Mystery,Thriller",5.0,36867,28985577.0,2.8985577,9,September,3
almost christmas,Uni.,422000.0,2016,en,6.532,2016-11-11,245,17000000.0,42065185.0,42493506.0,5.6,2016,111.0,"Comedy,Drama",6.1,5212,25493506.0,1.499618,11,November,4
the witch,A24,15300000.0,2016,en,13.493,2016-02-19,2931,3500000.0,25138705.0,40454520.0,6.6,2015,92.0,"Horror,Mystery",6.8,154278,36954520.0,10.558434285714286,2,February,1
hell or high water,LGF,10900000.0,2016,en,15.749,2016-08-12,2468,12000000.0,27007844.0,37584304.0,7.3,2016,102.0,"Action,Crime,Drama",7.6,176469,25584304.0,2.1320253333333334,8,August,3
the forest,Focus,11000000.0,2016,en,1.125,2011-04-14,1,10000000.0,26594261.0,40749230.0,2.5,2011,98.0,"Horror,Thriller",3.5,135,30749230.0,3.074923,4,April,2
the forest,Focus,11000000.0,2016,en,1.125,2011-04-14,1,10000000.0,26594261.0,40749230.0,2.5,2016,93.0,"Horror,Mystery,Thriller",4.8,36423,30749230.0,3.074923,4,April,2
the forest,Focus,11000000.0,2016,en,1.125,2011-04-14,1,10000000.0,26594261.0,40749230.0,2.5,2014,72.0,"Documentary,History",7.1,19,30749230.0,3.074923,4,April,2
the forest,Focus,11000000.0,2016,en,1.125,2011-04-14,1,10000000.0,26594261.0,40749230.0,2.5,2016,109.0,"Drama,Fantasy,Horror",6.5,222,30749230.0,3.074923,4,April,2
snowden,ORF,15700000.0,2016,en,13.703,2016-09-16,2427,50000000.0,21587519.0,35380918.0,7.1,2016,134.0,"Biography,Drama,Thriller",7.3,119149,-14619082.0,-0.29238164,9,September,3
when the bough breaks,SGem,911000.0,2016,en,8.062,2016-09-09,150,10000000.0,29747603.0,30768449.0,5.3,2016,107.0,"Crime,Drama,Horror",5.1,4729,20768449.0,2.0768449,9,September,3
nocturnal animals,Focus,19600000.0,2016,en,16.19,2016-11-18,4192,22500000.0,10663357.0,32398681.0,7.4,2016,116.0,"Drama,Thriller",7.5,205240,9898681.0,0.43994137777777775,11,November,4
the light between oceans,BV,13400000.0,2016,en,29.887,2016-09-02,831,20000000.0,12545979.0,22281732.0,7.1,2016,133.0,"Drama,Romance",7.2,46247,2281732.0,0.1140866,9,September,3
free state of jones,STX,4200000.0,2016,en,8.574,2016-06-24,787,50000000.0,20810036.0,23237252.0,6.6,2016,139.0,"Action,Biography,Drama",6.9,45135,-26762748.0,-0.53525496,6,June,2
middle school the worst years of my life,LGF,3300000.0,2016,en,8.479,2016-10-07,190,8500000.0,20007149.0,23311293.0,7.0,2016,92.0,"Comedy,Family",6.1,6413,14811293.0,1.7425050588235294,10,October,4
triple 9,ORF,10500000.0,2016,en,13.334,2016-02-26,1258,20000000.0,12639297.0,25943792.0,5.8,2016,115.0,"Crime,Thriller",6.3,60369,5943792.0,0.2971896,2,February,1
live by night,WB,12300000.0,2016,en,11.322,2016-12-25,759,65000000.0,10378555.0,21774432.0,6.2,2016,129.0,"Action,Crime,Drama",6.4,47243,-43225568.0,-0.6650087384615384,12,December,4
fifty shades of black,ORF,10500000.0,2016,en,8.784,2016-01-29,677,5000000.0,11686940.0,22113075.0,4.4,2016,92.0,Comedy,3.5,17189,17113075.0,3.422615,1,January,1
the edge of seventeen,STX,4400000.0,2016,en,11.546,2016-11-18,2224,9000000.0,14431633.0,19096003.0,7.2,2016,104.0,"Comedy,Drama",7.3,87602,10096003.0,1.1217781111111111,11,November,4
regression,W/Dim.,17600000.0,2016,en,10.713,2016-02-05,1065,20000000.0,55039.0,15824374.0,5.5,2015,106.0,"Crime,Horror,Mystery",5.7,33335,-4175626.0,-0.2087813,2,February,1
hardcore henry,STX,7600000.0,2016,en,10.459,2016-04-06,1294,2000000.0,9252038.0,17187434.0,6.2,2015,96.0,"Action,Adventure,Sci-Fi",6.7,78226,15187434.0,7.593717,4,April,2
pride and prejudice and zombies,SGem,5500000.0,2016,en,9.086,2016-02-05,1195,28000000.0,10907291.0,16638300.0,5.7,2016,108.0,"Action,Comedy,Horror",5.8,46187,-11361700.0,-0.405775,2,February,1
the other side of the door,Fox,11300000.0,2016,en,9.078,2016-03-11,470,5000000.0,3000342.0,12905107.0,5.3,2014,90.0,Drama,3.8,5,7905107.0,1.5810214,3,March,1
the other side of the door,Fox,11300000.0,2016,en,9.078,2016-03-11,470,5000000.0,3000342.0,12905107.0,5.3,2016,96.0,Horror,5.3,15813,7905107.0,1.5810214,3,March,1
shut in,EC,6200000.0,2016,en,10.535,2016-11-11,374,10000000.0,6900335.0,11360665.0,5.2,2016,91.0,"Drama,Mystery,Thriller",4.7,11030,1360665.0,0.1360665,11,November,4
loving,Focus,5200000.0,2016,en,8.506,2016-11-04,529,9000000.0,7710234.0,12898064.0,6.7,2012,105.0,"Drama,Romance",7.1,257,3898064.0,0.43311822222222224,11,November,4
loving,Focus,5200000.0,2016,en,8.506,2016-11-04,529,9000000.0,7710234.0,12898064.0,6.7,2016,123.0,"Biography,Drama,Romance",7.0,28079,3898064.0,0.43311822222222224,11,November,4
loving,Focus,5200000.0,2016,en,8.506,2016-11-04,529,9000000.0,7710234.0,12898064.0,6.7,2017,105.0,"Drama,Romance",5.3,2530,3898064.0,0.43311822222222224,11,November,4
the man who knew infinity,IFC,8400000.0,2016,en,8.76,2016-04-29,699,10000000.0,3877922.0,12382122.0,7.2,2015,108.0,"Biography,Drama",7.2,43575,2382122.0,0.2382122,4,April,2
the perfect match,LGF,745000.0,2016,en,6.875,2016-03-11,78,5000000.0,9669521.0,10182050.0,5.5,2016,96.0,"Comedy,Romance",4.9,3052,5182050.0,1.03641,3,March,1
queen of katwe,BV,1500000.0,2016,en,7.564,2016-09-23,225,15000000.0,8874389.0,10055481.0,7.1,2016,124.0,"Biography,Drama,Sport",7.4,13039,-4944519.0,-0.3296346,9,September,3
miss sloane,EC,5600000.0,2016,en,12.215,2016-11-25,912,18000000.0,3500605.0,7719630.0,7.4,2016,132.0,"Drama,Thriller",7.5,52788,-10280370.0,-0.5711316666666667,11,November,4
morgan,Fox,4900000.0,2016,en,1.111,2012-01-07,12,8000000.0,3915251.0,7298786.0,6.7,2012,89.0,"Drama,Romance",6.8,1232,-701214.0,-0.08765175,1,January,1
morgan,Fox,4900000.0,2016,en,1.111,2012-01-07,12,8000000.0,3915251.0,7298786.0,6.7,2016,92.0,"Action,Horror,Sci-Fi",5.8,35487,-701214.0,-0.08765175,1,January,1
incarnate,BH Tilt,1500000.0,2016,en,7.137,2016-12-02,314,5000000.0,4799774.0,9371036.0,5.2,2016,91.0,"Horror,Thriller",5.3,10217,4371036.0,0.8742072,12,December,4
max steel,ORF,2500000.0,2016,en,8.88,2016-10-14,383,10000000.0,3818664.0,4563080.0,5.2,2016,92.0,"Action,Adventure,Family",4.6,16788,-5436920.0,-0.543692,10,October,4
midnight special,WB,2500000.0,2016,en,8.653,2016-03-18,1105,18000000.0,3712282.0,7680250.0,6.3,2016,112.0,"Action,Drama,Mystery",6.6,67921,-10319750.0,-0.5733194444444445,3,March,1
genius,RAtt.,4300000.0,2016,en,9.417,2016-06-10,391,17000000.0,1361045.0,7265283.0,6.5,2016,104.0,"Biography,Drama",6.6,15611,-9734717.0,-0.5726304117647059,6,June,2
genius,RAtt.,4300000.0,2016,en,9.417,2016-06-10,391,17000000.0,1361045.0,7265283.0,6.5,2018,165.0,"Action,Thriller",4.7,747,-9734717.0,-0.5726304117647059,6,June,2
american honey,A24,1200000.0,2016,en,8.778,2016-09-30,417,3500000.0,663247.0,2611750.0,6.7,2016,163.0,"Adventure,Drama,Romance",7.0,31663,-888250.0,-0.2537857142857143,9,September,3
the fate of the furious,Uni.,10100.0,2017,en,28.668,2017-04-14,6335,250000000.0,225764765.0,1234846267.0,6.9,2017,136.0,"Action,Crime,Thriller",6.7,179774,984846267.0,3.939385068,4,April,2
despicable me 3,Uni.,770200000.0,2017,en,16.407,2017-06-30,4106,75000000.0,264624300.0,1034727750.0,6.3,2017,89.0,"Adventure,Animation,Comedy",6.3,92580,959727750.0,12.79637,6,June,2
jumanji welcome to the jungle,Sony,557600000.0,2017,en,20.395,2017-12-20,7213,90000000.0,404508916.0,964496193.0,6.7,2017,119.0,"Action,Adventure,Comedy",7.0,242735,874496193.0,9.716624366666666,12,December,4
spiderman homecoming,Sony,546000000.0,2017,en,46.775,2017-07-07,11585,175000000.0,334201140.0,880166350.0,7.4,2017,133.0,"Action,Adventure,Sci-Fi",7.5,426302,705166350.0,4.029522,7,July,3
guardians of the galaxy vol 2,BV,473900000.0,2017,en,40.228,2017-05-05,12535,200000000.0,389813101.0,862316233.0,7.7,2017,136.0,"Action,Adventure,Comedy",7.7,482917,662316233.0,3.311581165,5,May,2
thor ragnarok,BV,538900000.0,2017,en,43.45,2017-11-03,11380,180000000.0,315058289.0,846980024.0,7.5,2017,130.0,"Action,Adventure,Comedy",7.9,482995,666980024.0,3.7054445777777776,11,November,4
wonder woman,WB,409300000.0,2017,en,2.841,2013-09-29,34,150000000.0,412563408.0,821133378.0,5.9,2017,141.0,"Action,Adventure,Fantasy",7.5,487527,671133378.0,4.47422252,9,September,3
wonder woman,WB,409300000.0,2017,en,2.841,2013-09-29,34,150000000.0,412563408.0,821133378.0,5.9,2014,60.0,Sci-Fi,4.2,20,671133378.0,4.47422252,9,September,3
wonder woman,WB,409300000.0,2017,en,2.841,2013-09-29,34,150000000.0,412563408.0,821133378.0,5.9,2016,75.0,"Documentary,Drama,Sport",6.9,13,671133378.0,4.47422252,9,September,3
coco,BV,597400000.0,2017,en,25.961,2017-11-22,8669,175000000.0,209726015.0,798008101.0,8.2,2017,105.0,"Adventure,Animation,Comedy",8.4,277194,623008101.0,3.5600462914285713,11,November,4
coco,BV,597400000.0,2017,en,25.961,2017-11-22,8669,175000000.0,209726015.0,798008101.0,8.2,2017,98.0,Horror,7.4,35,623008101.0,3.5600462914285713,11,November,4
pirates of the caribbean dead men tell no tales,BV,622300000.0,2017,en,28.101,2017-05-26,6931,230000000.0,172558876.0,788241137.0,6.6,2017,129.0,"Action,Adventure,Fantasy",6.6,228592,558241137.0,2.4271353782608696,5,May,2
it,WB (NL),372900000.0,2017,en,8.134,2016-09-23,348,35000000.0,327481748.0,697457969.0,5.3,2017,135.0,"Horror,Thriller",7.4,359123,662457969.0,18.927370542857144,9,September,3
it,WB (NL),372900000.0,2017,en,8.134,2016-09-23,348,35000000.0,327481748.0,697457969.0,5.3,2016,95.0,"Crime,Drama,Mystery",5.4,13373,662457969.0,18.927370542857144,9,September,3
justice league,WB,428900000.0,2017,en,34.953,2017-11-17,7510,300000000.0,229024295.0,655945209.0,6.2,2017,120.0,"Action,Adventure,Fantasy",6.5,329135,355945209.0,1.18648403,11,November,4
transformers the last knight,Par.,475300000.0,2017,en,24.258,2017-06-21,3255,217000000.0,130168683.0,602893340.0,6.0,2017,154.0,"Action,Adventure,Sci-Fi",5.2,119007,385893340.0,1.7783103225806451,6,June,2
kong skull island,WB,398600000.0,2017,en,29.388,2017-03-10,6054,185000000.0,168052812.0,561072059.0,6.3,2017,118.0,"Action,Adventure,Fantasy",6.6,237720,376072059.0,2.0328219405405403,3,March,1
the boss baby,Fox,353000000.0,2017,en,7.445,2017-03-31,4314,125000000.0,175003033.0,510878762.0,6.4,2017,97.0,"Adventure,Animation,Comedy",6.3,93730,385878762.0,3.087030096,3,March,1
dunkirk,WB,337200000.0,2017,en,24.358,2017-07-19,9156,150000000.0,190068280.0,499837368.0,7.4,2017,106.0,"Action,Drama,History",7.9,466580,349837368.0,2.33224912,7,July,3
war for the planet of the apes,Fox,343800000.0,2017,en,23.445,2017-07-14,5235,152000000.0,146880162.0,489592267.0,7.0,2017,140.0,"Action,Adventure,Drama",7.5,201943,337592267.0,2.2210017565789473,7,July,3
the greatest showman,Fox,260700000.0,2017,en,22.009,2017-12-20,5197,84000000.0,174340174.0,386665550.0,8.0,2017,105.0,"Biography,Drama,Musical",7.6,199663,302665550.0,3.6031613095238093,12,December,4
kingsman the golden circle,Fox,310700000.0,2017,en,24.337,2017-09-22,5531,104000000.0,100234838.0,408803696.0,7.0,2017,141.0,"Action,Adventure,Comedy",6.8,230797,304803696.0,2.930804769230769,9,September,3
cars 3,BV,231000000.0,2017,en,18.427,2017-06-16,2596,175000000.0,152901115.0,383541369.0,6.7,2017,102.0,"Adventure,Animation,Comedy",6.8,59408,208541369.0,1.1916649657142857,6,June,2
fifty shades darker,Uni.,267000000.0,2017,en,12.083,2017-02-10,4489,55000000.0,114434010.0,381398492.0,6.1,2017,118.0,"Drama,Romance",4.6,81706,326398492.0,5.934518036363636,2,February,1
the great wall,Uni.,289400000.0,2017,en,19.144,2017-02-17,2775,150000000.0,45157105.0,334486852.0,5.8,2016,103.0,"Action,Adventure,Fantasy",6.0,111602,184486852.0,1.2299123466666666,2,February,1
the great wall,Uni.,289400000.0,2017,en,19.144,2017-02-17,2775,150000000.0,45157105.0,334486852.0,5.8,2017,72.0,Documentary,6.5,24,184486852.0,1.2299123466666666,2,February,1
resident evil the final chapter,SGem,285400000.0,2017,en,0.844,2017-01-27,1859,40000000.0,26844692.0,314101190.0,5.9,2016,107.0,"Action,Horror,Sci-Fi",5.6,74979,274101190.0,6.85252975,1,January,1
the lego batman movie,WB,136200000.0,2017,en,19.352,2017-02-10,2882,80000000.0,175750384.0,310660018.0,7.2,2017,104.0,"Action,Animation,Comedy",7.3,116433,230660018.0,2.883250225,2,February,1
annabelle creation,WB (NL),204400000.0,2017,en,21.245,2017-08-11,3141,15000000.0,102092201.0,305384865.0,6.5,2017,109.0,"Horror,Mystery,Thriller",6.5,90402,290384865.0,19.358991,8,August,3
wonder,LGF,173500000.0,2017,en,20.101,2017-11-17,3959,20000000.0,132422809.0,304604712.0,8.2,2010,74.0,"Comedy,Drama,Horror",4.9,12,284604712.0,14.2302356,11,November,4
wonder,LGF,173500000.0,2017,en,20.101,2017-11-17,3959,20000000.0,132422809.0,304604712.0,8.2,2017,113.0,"Drama,Family",8.0,111632,284604712.0,14.2302356,11,November,4
ferdinand,Fox,211700000.0,2017,en,19.479,2017-12-15,1425,111000000.0,84410380.0,289847930.0,7.1,2017,108.0,"Adventure,Animation,Comedy",6.7,40229,178847930.0,1.6112426126126127,12,December,4
split,Uni.,140200000.0,2017,en,0.906,2012-05-24,2,5000000.0,138141585.0,278964806.0,5.3,2016,90.0,"Comedy,Romance,Sport",2.9,557,273964806.0,54.7929612,5,May,2
split,Uni.,140200000.0,2017,en,0.906,2012-05-24,2,5000000.0,138141585.0,278964806.0,5.3,2016,127.0,"Drama,Fantasy",3.6,380,273964806.0,54.7929612,5,May,2
split,Uni.,140200000.0,2017,en,0.906,2012-05-24,2,5000000.0,138141585.0,278964806.0,5.3,2016,117.0,"Horror,Thriller",7.3,358543,273964806.0,54.7929612,5,May,2
split,Uni.,140200000.0,2017,en,0.906,2012-05-24,2,5000000.0,138141585.0,278964806.0,5.3,2016,80.0,Drama,7.0,21,273964806.0,54.7929612,5,May,2
split,Uni.,140200000.0,2017,en,0.906,2012-05-24,2,5000000.0,138141585.0,278964806.0,5.3,2016,123.0,"Action,Drama,Sport",5.4,189,273964806.0,54.7929612,5,May,2
blade runner 2049,WB,167200000.0,2017,en,48.571,2017-10-06,6679,185000000.0,92054159.0,259357408.0,7.4,2017,164.0,"Drama,Mystery,Sci-Fi",8.0,376241,74357408.0,0.40193193513513514,10,October,4
get out,Uni.,79400000.0,2017,en,0.834,2010-02-01,8,5000000.0,176040665.0,255367951.0,5.5,2017,104.0,"Horror,Mystery,Thriller",7.7,400474,250367951.0,50.0735902,2,February,1
baahubali 2 the conclusion,GrtIndia,234000000.0,2017,te,10.406,2017-04-27,252,30000000.0,18985794.0,263502914.0,7.0,2017,167.0,"Action,Drama",8.3,65656,233502914.0,7.783430466666666,4,April,2
alien covenant,Fox,166600000.0,2017,en,24.651,2017-05-19,4971,97000000.0,74262031.0,238521247.0,5.9,2017,122.0,"Horror,Sci-Fi,Thriller",6.4,226920,141521247.0,1.4589819278350515,5,May,2
baby driver,TriS,119100000.0,2017,en,22.895,2017-06-28,8034,34000000.0,107825862.0,228104185.0,7.4,2017,113.0,"Action,Crime,Drama",7.6,363977,194104185.0,5.708946617647059,6,June,2
valerian and the city of a thousand planets,STX,184700000.0,2017,en,24.003,2017-07-21,4149,180000000.0,40479370.0,215098356.0,6.6,2017,137.0,"Action,Adventure,Fantasy",6.5,139792,35098356.0,0.19499086666666668,7,July,3
geostorm,WB,187900000.0,2017,en,13.653,2017-10-20,2246,100000000.0,33700160.0,220796009.0,5.8,2017,109.0,"Action,Sci-Fi,Thriller",5.3,78287,120796009.0,1.20796009,10,October,4
the emoji movie,Sony,131699999.0,2017,en,14.88,2017-07-23,1447,50000000.0,86089513.0,216562312.0,5.4,2017,86.0,"Adventure,Animation,Comedy",3.2,47294,166562312.0,3.33124624,7,July,3
smurfs the lost village,Sony,152200000.0,2017,en,15.663,2017-04-07,736,60000000.0,45020282.0,197578586.0,6.2,2017,90.0,"Adventure,Animation,Comedy",6.0,15612,137578586.0,2.292976433333333,4,April,2
the shape of water,FoxS,131400000.0,2017,en,22.025,2017-12-01,7224,19500000.0,63859435.0,195790794.0,7.2,2017,123.0,"Adventure,Drama,Fantasy",7.3,308112,176290794.0,9.040553538461538,12,December,4
pitch perfect 3,Uni.,80500000.0,2017,en,14.89,2017-12-22,1884,45000000.0,104897530.0,185736412.0,6.5,2017,93.0,"Comedy,Music",5.8,45127,140736412.0,3.1274758222222223,12,December,4
the post,Fox,97900000.0,2017,en,15.551,2017-12-22,2506,50000000.0,81903458.0,179748880.0,7.0,2017,116.0,"Biography,Drama,History",7.2,108017,129748880.0,2.5949776,12,December,4
baywatch,Par.,119800000.0,2017,en,14.429,2017-05-26,4748,60000000.0,58060186.0,175863783.0,6.1,2017,116.0,"Action,Comedy,Crime",5.6,137528,115863783.0,1.93106305,5,May,2
three billboards outside ebbing missouri,FoxS,104700000.0,2017,en,17.808,2017-11-10,5432,12000000.0,54513740.0,160191915.0,8.2,2017,115.0,"Crime,Drama",8.2,344047,148191915.0,12.34932625,11,November,4
darkest hour,Focus,94400000.0,2017,en,15.331,2017-11-22,2715,30000000.0,56443120.0,150807172.0,7.3,2017,125.0,"Biography,Drama,History",7.4,136546,120807172.0,4.026905733333333,11,November,4
king arthur legend of the sword,WB,109500000.0,2017,en,21.793,2017-05-12,3305,175000000.0,39175066.0,139630336.0,6.5,2017,126.0,"Action,Adventure,Drama",6.8,169054,-35369664.0,-0.2021123657142857,5,May,2
the foreigner,STX,111000000.0,2017,en,14.616,2017-10-13,1086,35000000.0,34393507.0,140783360.0,6.7,2017,113.0,"Action,Thriller",7.0,81288,105783360.0,3.0223817142857143,10,October,4
the foreigner,STX,111000000.0,2017,en,14.616,2017-10-13,1086,35000000.0,34393507.0,140783360.0,6.7,2012,100.0,"Comedy,Romance",6.8,1526,105783360.0,3.0223817142857143,10,October,4
girls trip,Uni.,25400000.0,2017,en,8.589,2017-07-21,968,28000000.0,115108515.0,140886353.0,6.8,2017,122.0,"Comedy,Drama",6.2,29321,112886353.0,4.0316554642857145,7,July,3
american made,Uni.,83500000.0,2017,en,16.748,2017-09-29,2188,50000000.0,51342000.0,135569212.0,6.7,2017,115.0,"Action,Biography,Comedy",7.2,131043,85569212.0,1.71138424,9,September,3
a bad moms christmas,STX,58400000.0,2017,en,16.604,2017-11-01,1044,28000000.0,72110659.0,127710550.0,6.3,2017,104.0,"Adventure,Comedy",5.5,33056,99710550.0,3.5610910714285713,11,November,4
captain underpants the first epic movie,Fox,51600000.0,2017,en,18.31,2017-06-02,587,38000000.0,73921000.0,126577874.0,6.0,2017,89.0,"Action,Animation,Comedy",6.2,21903,88577874.0,2.3309966842105263,6,June,2
happy death day,Uni.,69800000.0,2017,en,21.23,2017-10-13,3211,5000000.0,55683845.0,125010260.0,6.6,2017,96.0,"Horror,Mystery,Thriller",6.5,87132,120010260.0,24.002052,10,October,4
the lego ninjago movie,WB,63800000.0,2017,en,14.607,2017-09-22,424,70000000.0,59281555.0,122737201.0,6.3,2017,101.0,"Action,Adventure,Animation",6.0,18926,52737201.0,0.7533885857142857,9,September,3
the dark tower,Sony,62500000.0,2017,en,15.517,2017-08-04,2842,60000000.0,50701325.0,113461527.0,5.6,2017,95.0,"Action,Adventure,Fantasy",5.7,107518,53461527.0,0.89102545,8,August,3
jigsaw,LGF,64900000.0,2017,en,17.398,2017-10-27,1887,10000000.0,38052832.0,102445196.0,6.1,2017,92.0,"Crime,Horror,Mystery",5.8,57184,92445196.0,9.2445196,10,October,4
atomic blonde,Focus,48300000.0,2017,en,21.662,2017-07-28,3645,30000000.0,51573925.0,98345423.0,6.3,2017,115.0,"Action,Mystery,Thriller",6.7,150407,68345423.0,2.2781807666666665,7,July,3
rings,Par.,55300000.0,2017,en,13.53,2017-02-03,1785,25000000.0,27793018.0,82917283.0,4.9,2017,102.0,"Drama,Horror,Mystery",4.5,34151,57917283.0,2.31669132,2,February,1
underworld blood wars,SGem,50700000.0,2017,en,18.976,2017-01-06,2318,35000000.0,30353973.0,81209222.0,5.5,2016,91.0,"Action,Adventure,Fantasy",5.8,62942,46209222.0,1.3202634857142856,1,January,1
lady bird,A24,30000000.0,2017,en,15.974,2017-11-03,3866,10000000.0,48958273.0,78610769.0,7.3,2017,94.0,"Comedy,Drama",7.4,177677,68610769.0,6.8610769,11,November,4
american assassin,LGF,31000000.0,2017,en,15.434,2017-09-15,1596,63000000.0,36249674.0,68310140.0,6.3,2017,112.0,"Action,Thriller",6.2,57793,5310140.0,0.0842879365079365,9,September,3
the nut job 2 nutty by nature,ORF,36800000.0,2017,en,8.975,2017-08-11,227,40000000.0,28370522.0,57438389.0,5.7,2017,91.0,"Adventure,Animation,Comedy",5.5,4820,17438389.0,0.435959725,8,August,3
monster trucks,Par.,31100000.0,2017,en,8.827,2017-01-13,414,125000000.0,33370166.0,61642798.0,5.9,2016,104.0,"Action,Adventure,Comedy",5.7,13525,-63357202.0,-0.506857616,1,January,1
the star,Sony,22000000.0,2017,en,14.53,2017-11-17,233,20000000.0,40847995.0,62758010.0,5.4,2017,86.0,"Adventure,Animation,Comedy",6.1,5159,42758010.0,2.1379005,11,November,4
how to be a latin lover,PNT,29700000.0,2017,en,11.0,2017-04-28,197,10000000.0,32149404.0,62556228.0,6.3,2017,115.0,"Comedy,Drama",5.9,11747,52556228.0,5.2556228,4,April,2
everything everything,WB,27500000.0,2017,en,13.998,2017-05-19,2447,10000000.0,34121140.0,61603136.0,7.2,2017,96.0,"Drama,Romance",6.4,26811,51603136.0,5.1603136,5,May,2
snatched,Fox,15000000.0,2017,en,0.6,2010-07-06,2,42000000.0,45852178.0,57852177.0,1.0,2010,107.0,"Comedy,Crime,Mystery",5.9,56,15852177.0,0.37743278571428573,7,July,3
snatched,Fox,15000000.0,2017,en,0.6,2010-07-06,2,42000000.0,45852178.0,57852177.0,1.0,2011,81.0,Comedy,5.5,61,15852177.0,0.37743278571428573,7,July,3
snatched,Fox,15000000.0,2017,en,0.6,2010-07-06,2,42000000.0,45852178.0,57852177.0,1.0,2017,90.0,"Action,Adventure,Comedy",4.5,29997,15852177.0,0.37743278571428573,7,July,3
the big sick,LGF,13500000.0,2017,en,12.322,2017-06-23,1302,5000000.0,42872467.0,53972860.0,7.4,2017,120.0,"Comedy,Drama,Romance",7.6,104008,48972860.0,9.794572,6,June,2
