title,studio,foreign_gross,year,original_language,popularity,release_date,vote_count,movie,production_budget,domestic_gross,worldwide_gross,vote_average
the lazarus effect,Rela.,12600000.0,2015,en,0.6,2010-02-09,3,the lazarus effect,5000000.0,25801570.0,38359310.0,4.8
the water diviner,WB,34000000.0,2015,en,11.479,2015-04-24,682,the water diviner,22500000.0,4200117.0,31054727.0,6.8
a walk in the woods,BG,8000000.0,2015,en,6.935,2015-09-02,402,a walk in the woods,8000000.0,29499394.0,37119358.0,5.9
ex machina,A24,11400000.0,2015,en,18.485,2015-04-10,8026,ex machina,13000000.0,25440971.0,38358392.0,7.6
burnt,Wein.,23000000.0,2015,en,12.761,2015-10-23,1841,burnt,20000000.0,13651946.0,36773510.0,6.4
room,A24,20700000.0,2015,en,20.0,2015-10-16,5494,room,13000000.0,14677674.0,36262783.0,8.1
steve jobs,Uni.,16700000.0,2015,en,8.895,2015-10-09,2572,steve jobs,30000000.0,17766658.0,35579007.0,6.8
victor frankenstein,Fox,28500000.0,2015,en,9.061,2015-11-10,1200,victor frankenstein,40000000.0,5775076.0,31124367.0,5.8
project almanac,Par.,10900000.0,2015,en,9.55,2015-01-30,1449,project almanac,12000000.0,22348241.0,32909437.0,6.5
selfless,Focus,18200000.0,2015,en,19.131,2015-07-10,1815,selfless,26000000.0,12279691.0,33667319.0,6.3
american ultra,LGF,12700000.0,2015,en,9.97,2015-08-21,1756,american ultra,28000000.0,14439985.0,30295028.0,6.0
aloha,Sony,5200000.0,2015,en,9.685,2015-05-29,1226,aloha,37000000.0,21052030.0,25387091.0,5.3
the 33,WB,12700000.0,2015,en,9.993,2015-11-09,565,the 33,25000000.0,12227722.0,28400715.0,6.2
the gunman,ORF,13500000.0,2015,en,10.388,2015-03-20,583,the gunman,40000000.0,10664749.0,18594227.0,5.7
blackhat,Uni.,11600000.0,2015,en,16.824,2015-01-16,1165,blackhat,70000000.0,8005980.0,19665004.0,5.3
dope,ORF,480000.0,2015,en,9.246,2015-06-19,954,dope,7000000.0,17506470.0,18190831.0,7.2
while were young,A24,9700000.0,2015,en,8.022,2015-04-17,609,while were young,10000000.0,7582065.0,17503828.0,5.9
scouts guide to the zombie apocalypse,Par.,12400000.0,2015,en,10.451,2015-10-30,915,scouts guide to the zombie apocalypse,15000000.0,3703046.0,15554855.0,6.2
suffragette,Focus,11300000.0,2015,en,7.763,2015-10-23,982,suffragette,14000000.0,4702420.0,34044909.0,7.3
unfinished business,Fox,4200000.0,2015,en,8.516,2015-03-06,472,unfinished business,35000000.0,10219501.0,13214051.0,5.2
do you believe,PFR,1400000.0,2015,en,5.599,2015-03-20,72,do you believe,2300000.0,12985600.0,14304931.0,7.0
hot tub time machine 2,Par.,767000.0,2015,en,8.053,2015-02-20,512,hot tub time machine 2,14000000.0,12314651.0,12826644.0,5.1
child 44,LG/S,11700000.0,2015,en,26.386,2015-04-17,903,child 44,50000000.0,1224330.0,8004221.0,6.2
we are your friends,WB,7500000.0,2015,en,10.809,2015-08-28,1241,we are your friends,2000000.0,3591417.0,10153415.0,6.3
danny collins,BST,5200000.0,2015,en,8.933,2015-03-20,260,danny collins,10000000.0,5637066.0,8465845.0,6.7
shanghai,Wein.,9200000.0,2015,en,6.824,2010-10-02,80,shanghai,50000000.0,46425.0,15505922.0,6.1
me and earl and the dying girl,FoxS,2300000.0,2015,en,8.677,2015-06-12,1570,me and earl and the dying girl,8000000.0,6758416.0,9266180.0,7.6
anomalisa,Par.,1900000.0,2015,en,10.285,2015-12-30,927,anomalisa,8000000.0,3759286.0,5706168.0,7.1
trash,FCW,4800000.0,2015,es,0.6,2010-11-03,3,trash,12000000.0,17484.0,6553186.0,3.0
escobar paradise lost,RTWC,3600000.0,2015,en,15.924,2014-10-11,476,escobar paradise lost,17000000.0,195792.0,3917679.0,6.3
by the sea,Uni.,2800000.0,2015,en,6.471,2015-11-13,306,by the sea,20000000.0,538460.0,3727746.0,5.4
jem and the holograms,Uni.,149000.0,2015,en,7.942,2015-10-23,241,jem and the holograms,5000000.0,2184640.0,2368937.0,5.4
the d train,IFC,102000.0,2015,xx,0.6,2011-01-01,2,the d train,3000000.0,669688.0,772366.0,6.0
captain america civil war,BV,745200000.0,2016,en,39.137,2016-05-06,14000,captain america civil war,250000000.0,408084349.0,1140069413.0,7.4
rogue one a star wars story,BV,523900000.0,2016,en,21.401,2016-12-16,9296,rogue one a star wars story,200000000.0,532177324.0,1049102856.0,7.5
finding dory,BV,542300000.0,2016,en,15.393,2016-06-17,7845,finding dory,200000000.0,486295561.0,1021215193.0,7.0
zootopia,BV,682500000.0,2016,en,27.549,2016-03-04,9977,zootopia,150000000.0,341268248.0,1019429616.0,7.7
the secret life of pets,Uni.,507100000.0,2016,en,9.909,2016-07-08,5374,the secret life of pets,75000000.0,368384330.0,886750534.0,6.1
batman v superman dawn of justice,WB,543300000.0,2016,en,28.088,2016-03-25,11991,batman v superman dawn of justice,250000000.0,330360194.0,867500281.0,5.8
fantastic beasts and where to find them,WB,580000000.0,2016,en,28.563,2016-11-18,12152,fantastic beasts and where to find them,180000000.0,234037575.0,802402853.0,7.4
deadpool,Fox,420000000.0,2016,en,35.067,2016-02-12,20175,deadpool,58000000.0,363070709.0,801025593.0,7.6
suicide squad,WB,421700000.0,2016,en,16.53,2016-08-05,13533,suicide squad,175000000.0,325100054.0,746059887.0,5.9
doctor strange,BV,445100000.0,2016,en,33.035,2016-11-04,12582,doctor strange,165000000.0,232641920.0,676404566.0,7.3
moana,BV,394600000.0,2016,en,1.96,2015-11-13,16,moana,150000000.0,248757044.0,637517365.0,6.5
sing,Uni.,363800000.0,2016,en,17.572,2016-12-21,4303,sing,75000000.0,270329045.0,634454789.0,6.9
xmen apocalypse,Fox,388500000.0,2016,en,39.293,2016-05-27,8348,xmen apocalypse,178000000.0,155442489.0,542537546.0,6.5
kung fu panda 3,Fox,377600000.0,2016,en,16.248,2016-01-29,2944,kung fu panda 3,140000000.0,143528619.0,517599142.0,6.7
la la land,LG/S,295000000.0,2016,en,16.275,2016-12-09,10028,la la land,20000000.0,151101803.0,426351163.0,7.9
warcraft,Uni.,386300000.0,2016,en,21.464,2016-06-10,4071,warcraft,160000000.0,47225655.0,425522281.0,6.3
jason bourne,Uni.,253100000.0,2016,en,14.568,2016-07-29,3611,jason bourne,120000000.0,162192920.0,416168316.0,6.1
ice age collision course,Fox,344500000.0,2016,en,18.233,2016-07-22,2430,ice age collision course,105000000.0,64063008.0,402156682.0,5.9
independence day resurgence,Fox,286500000.0,2016,en,15.732,2016-06-24,3911,independence day resurgence,165000000.0,103144286.0,384169424.0,5.1
the legend of tarzan,WB,230100000.0,2016,en,14.797,2016-07-01,4102,the legend of tarzan,180000000.0,126643061.0,348902025.0,5.8
the angry birds movie,Sony,244800000.0,2016,en,17.998,2016-05-20,1851,the angry birds movie,73000000.0,107509366.0,352327887.0,6.0
trolls,Fox,193200000.0,2016,en,16.286,2016-11-04,1880,trolls,125000000.0,153707064.0,344150134.0,6.6
star trek beyond,Par.,184600000.0,2016,en,19.142,2016-07-22,4275,star trek beyond,185000000.0,158848340.0,335802233.0,6.7
now you see me 2,LG/S,269800000.0,2016,en,25.805,2016-06-10,6744,now you see me 2,90000000.0,65075540.0,328325007.0,6.8
dangal,UTV,290500000.0,2016,hi,10.022,2016-12-21,358,dangal,9500000.0,12391761.0,294654618.0,8.1
alice through the looking glass,BV,222400000.0,2016,en,16.642,2016-05-27,3803,alice through the looking glass,170000000.0,77042381.0,276928112.0,6.5
teenage mutant ninja turtles out of the shadows,Par.,163600000.0,2016,en,15.096,2016-06-03,1860,teenage mutant ninja turtles out of the shadows,135000000.0,82051601.0,245328374.0,5.9
sully,WB,115700000.0,2016,en,18.148,2016-09-09,3924,sully,60000000.0,125070033.0,238524556.0,7.1
hidden figures,Fox,66300000.0,2016,en,14.751,2016-12-10,4710,hidden figures,25000000.0,169607287.0,231771716.0,8.0
inferno,Sony,185700000.0,2016,en,17.41,2016-10-28,3877,inferno,75000000.0,34343574.0,219519367.0,5.9
central intelligence,WB (NL),89500000.0,2016,en,14.478,2016-06-17,3133,central intelligence,50000000.0,127440871.0,217194805.0,6.3
me before you,WB (NL),152100000.0,2016,en,16.917,2016-06-03,5939,me before you,20000000.0,56245075.0,208265198.0,7.7
london has fallen,Focus,143200000.0,2016,en,15.287,2016-03-04,2591,london has fallen,60000000.0,62524260.0,195194085.0,5.9
arrival,Par.,102800000.0,2016,en,25.442,2016-11-11,10387,arrival,47000000.0,100546139.0,203127894.0,7.4
bad moms,STX,70700000.0,2016,en,14.332,2016-07-29,2600,bad moms,20000000.0,113257297.0,180998716.0,6.5
storks,WB,110700000.0,2016,en,12.101,2016-09-23,1308,storks,70000000.0,72679278.0,183353431.0,6.5
the bfg,BV,127900000.0,2016,en,20.08,2016-07-01,1916,the bfg,140000000.0,55483770.0,199646680.0,6.2
hacksaw ridge,LGF,108100000.0,2016,en,24.074,2016-11-04,6608,hacksaw ridge,40000000.0,67209615.0,168904682.0,8.1
jack reacher never go back,Par.,103400000.0,2016,en,17.085,2016-10-21,2831,jack reacher never go back,60000000.0,58697076.0,159946489.0,5.6
the accountant,WB,68900000.0,2016,en,13.81,2016-10-14,3407,the accountant,40000000.0,86260045.0,152962083.0,6.9
gods of egypt,LG/S,119500000.0,2016,en,18.517,2016-02-26,2353,gods of egypt,140000000.0,31153464.0,138836756.0,5.4
lights out,WB (NL),81600000.0,2016,en,12.408,2016-07-22,2220,lights out,5000000.0,67268835.0,148806510.0,6.3
sausage party,Sony,43000000.0,2016,en,15.232,2016-08-12,4237,sausage party,19000000.0,97670358.0,141344255.0,5.6
lion,Wein.,88600000.0,2016,en,17.216,2016-11-25,3833,lion,12000000.0,51739495.0,149570720.0,8.1
mechanic resurrection,LG/S,104500000.0,2016,en,16.302,2016-08-26,1929,mechanic resurrection,40000000.0,21218403.0,109738840.0,5.6
ride along 2,Uni.,33400000.0,2016,en,12.977,2016-01-15,939,ride along 2,40000000.0,90862685.0,124827316.0,6.2
deepwater horizon,LG/S,60400000.0,2016,en,13.685,2016-09-30,2606,deepwater horizon,156000000.0,61433527.0,122603824.0,6.7
allied,Par.,79400000.0,2016,en,19.611,2016-11-23,2765,allied,106000000.0,40098064.0,119266661.0,6.7
the shallows,Sony,64000000.0,2016,en,14.091,2016-06-24,3037,the shallows,13000000.0,55121623.0,118763442.0,6.3
the purge election year,Uni.,39400000.0,2016,en,18.975,2016-07-01,2900,the purge election year,10000000.0,79042440.0,118514727.0,6.3
why him,Fox,57800000.0,2016,en,15.044,2016-12-23,2494,why him,38000000.0,60323786.0,117425156.0,6.2
office christmas party,Par.,59700000.0,2016,en,10.729,2016-12-09,1191,office christmas party,45000000.0,54767494.0,91323299.0,5.6
how to be single,WB (NL),65500000.0,2016,en,10.271,2016-02-12,2036,how to be single,37000000.0,46843513.0,100003780.0,6.1
10 cloverfield lane,Par.,38100000.0,2016,en,17.892,2016-03-11,4629,10 cloverfield lane,5000000.0,72082999.0,108286422.0,6.9
the 5th wave,Sony,75000000.0,2016,en,12.967,2016-01-15,3657,the 5th wave,38000000.0,34912982.0,111336398.0,5.8
neighbors 2 sorority rising,Uni.,52600000.0,2016,en,17.662,2016-05-20,2829,neighbors 2 sorority rising,35000000.0,55340730.0,108757621.0,5.7
the little prince,EOne,96200000.0,2016,en,8.512,2016-08-05,1493,the little prince,77500000.0,1311213.0,102028919.0,7.6
dirty grandpa,LGF,58500000.0,2016,en,11.432,2016-01-22,2667,dirty grandpa,11500000.0,35593113.0,105078449.0,5.8
money monster,TriS,52300000.0,2016,en,11.134,2016-05-13,1859,money monster,27000000.0,41012075.0,93466095.0,6.4
my big fat greek wedding 2,Uni.,29200000.0,2016,en,6.714,2016-03-25,593,my big fat greek wedding 2,18000000.0,59689605.0,92096558.0,5.8
collateral beauty,WB (NL),57500000.0,2016,en,12.857,2016-12-16,3270,collateral beauty,36000000.0,31016021.0,85309093.0,7.2
war dogs,WB,43200000.0,2016,en,10.654,2016-08-19,2387,war dogs,50000000.0,43034523.0,86234503.0,6.8
nerve,LGF,46700000.0,2016,en,0.6,2011-12-07,1,nerve,20000000.0,38583626.0,70652284.0,10.0
ouija origin of evil,Uni.,46600000.0,2016,en,11.823,2016-10-21,1416,ouija origin of evil,9000000.0,35144505.0,81831866.0,6.0
manchester by the sea,RAtt.,31300000.0,2016,en,16.638,2016-11-18,3176,manchester by the sea,8500000.0,47695371.0,77733867.0,7.5
the boss,Uni.,15600000.0,2016,en,11.442,2016-04-08,822,the boss,29000000.0,63077560.0,78652207.0,5.8
mike and dave need wedding dates,Fox,31100000.0,2016,en,11.676,2016-07-08,1552,mike and dave need wedding dates,33000000.0,46009673.0,75898100.0,6.0
miracles from heaven,TriS,12200000.0,2016,en,10.078,2016-03-18,478,miracles from heaven,13000000.0,61705123.0,73798736.0,7.1
kubo and the two strings,Focus,21900000.0,2016,en,13.847,2016-08-19,2029,kubo and the two strings,55000000.0,48023088.0,77548122.0,7.7
13 hours the secret soldiers of benghazi,Par.,16600000.0,2016,en,21.486,2016-01-15,1573,13 hours the secret soldiers of benghazi,50000000.0,52853219.0,69411370.0,7.0
fences,Par.,6700000.0,2016,en,12.753,2016-12-16,1465,fences,24000000.0,57682904.0,64282881.0,6.8
hail caesar,Uni.,33100000.0,2016,en,12.312,2016-02-05,2328,hail caesar,22000000.0,30080225.0,64160680.0,5.9
the nice guys,WB,26500000.0,2016,en,13.743,2016-05-20,4272,the nice guys,50000000.0,36261763.0,59596747.0,7.1
zoolander 2,Par.,27900000.0,2016,en,12.997,2016-02-12,1374,zoolander 2,50000000.0,28848693.0,55348693.0,4.7
barbershop the next cut,WB (NL),1000000.0,2016,en,12.846,2016-04-15,248,barbershop the next cut,20000000.0,54030051.0,54404202.0,6.0
the finest hours,BV,24500000.0,2016,en,12.673,2016-01-29,943,the finest hours,70000000.0,27569558.0,49252761.0,6.4
patriots day,LGF,18700000.0,2016,en,15.435,2016-12-21,1337,patriots day,40000000.0,31886361.0,52837989.0,6.9
florence foster jenkins,Par.,21500000.0,2016,en,8.453,2016-08-12,849,florence foster jenkins,29000000.0,27383770.0,56000339.0,6.7
a monster calls,Focus,43600000.0,2016,en,11.128,2016-12-23,1918,a monster calls,43000000.0,3740823.0,46414530.0,7.1
eddie the eagle,Fox,30400000.0,2016,en,11.483,2016-02-26,1190,eddie the eagle,23000000.0,15789389.0,45060480.0,7.2
risen,Sony,9200000.0,2016,en,10.089,2016-02-18,433,risen,20000000.0,36880033.0,46255763.0,5.8
blair witch,LGF,24400000.0,2016,en,9.772,2016-09-16,1094,blair witch,10000000.0,20777061.0,38985577.0,5.0
almost christmas,Uni.,422000.0,2016,en,6.532,2016-11-11,245,almost christmas,17000000.0,42065185.0,42493506.0,5.6
the witch,A24,15300000.0,2016,en,13.493,2016-02-19,2931,the witch,3500000.0,25138705.0,40454520.0,6.6
hell or high water,LGF,10900000.0,2016,en,15.749,2016-08-12,2468,hell or high water,12000000.0,27007844.0,37584304.0,7.3
the forest,Focus,11000000.0,2016,en,1.125,2011-04-14,1,the forest,10000000.0,26594261.0,40749230.0,2.5
snowden,ORF,15700000.0,2016,en,13.703,2016-09-16,2427,snowden,50000000.0,21587519.0,35380918.0,7.1
when the bough breaks,SGem,911000.0,2016,en,8.062,2016-09-09,150,when the bough breaks,10000000.0,29747603.0,30768449.0,5.3
nocturnal animals,Focus,19600000.0,2016,en,16.19,2016-11-18,4192,nocturnal animals,22500000.0,10663357.0,32398681.0,7.4
the light between oceans,BV,13400000.0,2016,en,29.887,2016-09-02,831,the light between oceans,20000000.0,12545979.0,22281732.0,7.1
free state of jones,STX,4200000.0,2016,en,8.574,2016-06-24,787,free state of jones,50000000.0,20810036.0,23237252.0,6.6
middle school the worst years of my life,LGF,3300000.0,2016,en,8.479,2016-10-07,190,middle school the worst years of my life,8500000.0,20007149.0,23311293.0,7.0
triple 9,ORF,10500000.0,2016,en,13.334,2016-02-26,1258,triple 9,20000000.0,12639297.0,25943792.0,5.8
live by night,WB,12300000.0,2016,en,11.322,2016-12-25,759,live by night,65000000.0,10378555.0,21774432.0,6.2
fifty shades of black,ORF,10500000.0,2016,en,8.784,2016-01-29,677,fifty shades of black,5000000.0,11686940.0,22113075.0,4.4
the edge of seventeen,STX,4400000.0,2016,en,11.546,2016-11-18,2224,the edge of seventeen,9000000.0,14431633.0,19096003.0,7.2
regression,W/Dim.,17600000.0,2016,en,10.713,2016-02-05,1065,regression,20000000.0,55039.0,15824374.0,5.5
hardcore henry,STX,7600000.0,2016,en,10.459,2016-04-06,1294,hardcore henry,2000000.0,9252038.0,17187434.0,6.2
pride and prejudice and zombies,SGem,5500000.0,2016,en,9.086,2016-02-05,1195,pride and prejudice and zombies,28000000.0,10907291.0,16638300.0,5.7
the other side of the door,Fox,11300000.0,2016,en,9.078,2016-03-11,470,the other side of the door,5000000.0,3000342.0,12905107.0,5.3
shut in,EC,6200000.0,2016,en,10.535,2016-11-11,374,shut in,10000000.0,6900335.0,11360665.0,5.2
loving,Focus,5200000.0,2016,en,8.506,2016-11-04,529,loving,9000000.0,7710234.0,12898064.0,6.7
the man who knew infinity,IFC,8400000.0,2016,en,8.76,2016-04-29,699,the man who knew infinity,10000000.0,3877922.0,12382122.0,7.2
the perfect match,LGF,745000.0,2016,en,6.875,2016-03-11,78,the perfect match,5000000.0,9669521.0,10182050.0,5.5
queen of katwe,BV,1500000.0,2016,en,7.564,2016-09-23,225,queen of katwe,15000000.0,8874389.0,10055481.0,7.1
miss sloane,EC,5600000.0,2016,en,12.215,2016-11-25,912,miss sloane,18000000.0,3500605.0,7719630.0,7.4
morgan,Fox,4900000.0,2016,en,1.111,2012-01-07,12,morgan,8000000.0,3915251.0,7298786.0,6.7
incarnate,BH Tilt,1500000.0,2016,en,7.137,2016-12-02,314,incarnate,5000000.0,4799774.0,9371036.0,5.2
max steel,ORF,2500000.0,2016,en,8.88,2016-10-14,383,max steel,10000000.0,3818664.0,4563080.0,5.2
midnight special,WB,2500000.0,2016,en,8.653,2016-03-18,1105,midnight special,18000000.0,3712282.0,7680250.0,6.3
genius,RAtt.,4300000.0,2016,en,9.417,2016-06-10,391,genius,17000000.0,1361045.0,7265283.0,6.5
american honey,A24,1200000.0,2016,en,8.778,2016-09-30,417,american honey,3500000.0,663247.0,2611750.0,6.7
the fate of the furious,Uni.,10100.0,2017,en,28.668,2017-04-14,6335,the fate of the furious,250000000.0,225764765.0,1234846267.0,6.9
despicable me 3,Uni.,770200000.0,2017,en,16.407,2017-06-30,4106,despicable me 3,75000000.0,264624300.0,1034727750.0,6.3
jumanji welcome to the jungle,Sony,557600000.0,2017,en,20.395,2017-12-20,7213,jumanji welcome to the jungle,90000000.0,404508916.0,964496193.0,6.7
spiderman homecoming,Sony,546000000.0,2017,en,46.775,2017-07-07,11585,spiderman homecoming,175000000.0,334201140.0,880166350.0,7.4
guardians of the galaxy vol 2,BV,473900000.0,2017,en,40.228,2017-05-05,12535,guardians of the galaxy vol 2,200000000.0,389813101.0,862316233.0,7.7
thor ragnarok,BV,538900000.0,2017,en,43.45,2017-11-03,11380,thor ragnarok,180000000.0,315058289.0,846980024.0,7.5
wonder woman,WB,409300000.0,2017,en,2.841,2013-09-29,34,wonder woman,150000000.0,412563408.0,821133378.0,5.9
coco,BV,597400000.0,2017,en,25.961,2017-11-22,8669,coco,175000000.0,209726015.0,798008101.0,8.2
pirates of the caribbean dead men tell no tales,BV,622300000.0,2017,en,28.101,2017-05-26,6931,pirates of the caribbean dead men tell no tales,230000000.0,172558876.0,788241137.0,6.6
it,WB (NL),372900000.0,2017,en,8.134,2016-09-23,348,it,35000000.0,327481748.0,697457969.0,5.3
justice league,WB,428900000.0,2017,en,34.953,2017-11-17,7510,justice league,300000000.0,229024295.0,655945209.0,6.2
transformers the last knight,Par.,475300000.0,2017,en,24.258,2017-06-21,3255,transformers the last knight,217000000.0,130168683.0,602893340.0,6.0
kong skull island,WB,398600000.0,2017,en,29.388,2017-03-10,6054,kong skull island,185000000.0,168052812.0,561072059.0,6.3
the boss baby,Fox,353000000.0,2017,en,7.445,2017-03-31,4314,the boss baby,125000000.0,175003033.0,510878762.0,6.4
dunkirk,WB,337200000.0,2017,en,24.358,2017-07-19,9156,dunkirk,150000000.0,190068280.0,499837368.0,7.4
war for the planet of the apes,Fox,343800000.0,2017,en,23.445,2017-07-14,5235,war for the planet of the apes,152000000.0,146880162.0,489592267.0,7.0
the greatest showman,Fox,260700000.0,2017,en,22.009,2017-12-20,5197,the greatest showman,84000000.0,174340174.0,386665550.0,8.0
kingsman the golden circle,Fox,310700000.0,2017,en,24.337,2017-09-22,5531,kingsman the golden circle,104000000.0,100234838.0,408803696.0,7.0
cars 3,BV,231000000.0,2017,en,18.427,2017-06-16,2596,cars 3,175000000.0,152901115.0,383541369.0,6.7
fifty shades darker,Uni.,267000000.0,2017,en,12.083,2017-02-10,4489,fifty shades darker,55000000.0,114434010.0,381398492.0,6.1
the great wall,Uni.,289400000.0,2017,en,19.144,2017-02-17,2775,the great wall,150000000.0,45157105.0,334486852.0,5.8
resident evil the final chapter,SGem,285400000.0,2017,en,0.844,2017-01-27,1859,resident evil the final chapter,40000000.0,26844692.0,314101190.0,5.9
the lego batman movie,WB,136200000.0,2017,en,19.352,2017-02-10,2882,the lego batman movie,80000000.0,175750384.0,310660018.0,7.2
annabelle creation,WB (NL),204400000.0,2017,en,21.245,2017-08-11,3141,annabelle creation,15000000.0,102092201.0,305384865.0,6.5
wonder,LGF,173500000.0,2017,en,20.101,2017-11-17,3959,wonder,20000000.0,132422809.0,304604712.0,8.2
ferdinand,Fox,211700000.0,2017,en,19.479,2017-12-15,1425,ferdinand,111000000.0,84410380.0,289847930.0,7.1
split,Uni.,140200000.0,2017,en,0.906,2012-05-24,2,split,5000000.0,138141585.0,278964806.0,5.3
blade runner 2049,WB,167200000.0,2017,en,48.571,2017-10-06,6679,blade runner 2049,185000000.0,92054159.0,259357408.0,7.4
get out,Uni.,79400000.0,2017,en,0.834,2010-02-01,8,get out,5000000.0,176040665.0,255367951.0,5.5
baahubali 2 the conclusion,GrtIndia,234000000.0,2017,te,10.406,2017-04-27,252,baahubali 2 the conclusion,30000000.0,18985794.0,263502914.0,7.0
alien covenant,Fox,166600000.0,2017,en,24.651,2017-05-19,4971,alien covenant,97000000.0,74262031.0,238521247.0,5.9
baby driver,TriS,119100000.0,2017,en,22.895,2017-06-28,8034,baby driver,34000000.0,107825862.0,228104185.0,7.4
valerian and the city of a thousand planets,STX,184700000.0,2017,en,24.003,2017-07-21,4149,valerian and the city of a thousand planets,180000000.0,40479370.0,215098356.0,6.6
geostorm,WB,187900000.0,2017,en,13.653,2017-10-20,2246,geostorm,100000000.0,33700160.0,220796009.0,5.8
the emoji movie,Sony,131699999.0,2017,en,14.88,2017-07-23,1447,the emoji movie,50000000.0,86089513.0,216562312.0,5.4
smurfs the lost village,Sony,152200000.0,2017,en,15.663,2017-04-07,736,smurfs the lost village,60000000.0,45020282.0,197578586.0,6.2
the shape of water,FoxS,131400000.0,2017,en,22.025,2017-12-01,7224,the shape of water,19500000.0,63859435.0,195790794.0,7.2
pitch perfect 3,Uni.,80500000.0,2017,en,14.89,2017-12-22,1884,pitch perfect 3,45000000.0,104897530.0,185736412.0,6.5
the post,Fox,97900000.0,2017,en,15.551,2017-12-22,2506,the post,50000000.0,81903458.0,179748880.0,7.0
baywatch,Par.,119800000.0,2017,en,14.429,2017-05-26,4748,baywatch,60000000.0,58060186.0,175863783.0,6.1
three billboards outside ebbing missouri,FoxS,104700000.0,2017,en,17.808,2017-11-10,5432,three billboards outside ebbing missouri,12000000.0,54513740.0,160191915.0,8.2
darkest hour,Focus,94400000.0,2017,en,15.331,2017-11-22,2715,darkest hour,30000000.0,56443120.0,150807172.0,7.3
king arthur legend of the sword,WB,109500000.0,2017,en,21.793,2017-05-12,3305,king arthur legend of the sword,175000000.0,39175066.0,139630336.0,6.5
the foreigner,STX,111000000.0,2017,en,14.616,2017-10-13,1086,the foreigner,35000000.0,34393507.0,140783360.0,6.7
girls trip,Uni.,25400000.0,2017,en,8.589,2017-07-21,968,girls trip,28000000.0,115108515.0,140886353.0,6.8
american made,Uni.,83500000.0,2017,en,16.748,2017-09-29,2188,american made,50000000.0,51342000.0,135569212.0,6.7
a bad moms christmas,STX,58400000.0,2017,en,16.604,2017-11-01,1044,a bad moms christmas,28000000.0,72110659.0,127710550.0,6.3
captain underpants the first epic movie,Fox,51600000.0,2017,en,18.31,2017-06-02,587,captain underpants the first epic movie,38000000.0,73921000.0,126577874.0,6.0
happy death day,Uni.,69800000.0,2017,en,21.23,2017-10-13,3211,happy death day,5000000.0,55683845.0,125010260.0,6.6
the lego ninjago movie,WB,63800000.0,2017,en,14.607,2017-09-22,424,the lego ninjago movie,70000000.0,59281555.0,122737201.0,6.3
the dark tower,Sony,62500000.0,2017,en,15.517,2017-08-04,2842,the dark tower,60000000.0,50701325.0,113461527.0,5.6
jigsaw,LGF,64900000.0,2017,en,17.398,2017-10-27,1887,jigsaw,10000000.0,38052832.0,102445196.0,6.1
atomic blonde,Focus,48300000.0,2017,en,21.662,2017-07-28,3645,atomic blonde,30000000.0,51573925.0,98345423.0,6.3
rings,Par.,55300000.0,2017,en,13.53,2017-02-03,1785,rings,25000000.0,27793018.0,82917283.0,4.9
underworld blood wars,SGem,50700000.0,2017,en,18.976,2017-01-06,2318,underworld blood wars,35000000.0,30353973.0,81209222.0,5.5
lady bird,A24,30000000.0,2017,en,15.974,2017-11-03,3866,lady bird,10000000.0,48958273.0,78610769.0,7.3
american assassin,LGF,31000000.0,2017,en,15.434,2017-09-15,1596,american assassin,63000000.0,36249674.0,68310140.0,6.3
the nut job 2 nutty by nature,ORF,36800000.0,2017,en,8.975,2017-08-11,227,the nut job 2 nutty by nature,40000000.0,28370522.0,57438389.0,5.7
monster trucks,Par.,31100000.0,2017,en,8.827,2017-01-13,414,monster trucks,125000000.0,33370166.0,61642798.0,5.9
the star,Sony,22000000.0,2017,en,14.53,2017-11-17,233,the star,20000000.0,40847995.0,62758010.0,5.4
how to be a latin lover,PNT,29700000.0,2017,en,11.0,2017-04-28,197,how to be a latin lover,10000000.0,32149404.0,62556228.0,6.3
everything everything,WB,27500000.0,2017,en,13.998,2017-05-19,2447,everything everything,10000000.0,34121140.0,61603136.0,7.2
snatched,Fox,15000000.0,2017,en,0.6,2010-07-06,2,snatched,42000000.0,45852178.0,57852177.0,1.0
the big sick,LGF,13500000.0,2017,en,12.322,2017-06-23,1302,the big sick,5000000.0,42872467.0,53972860.0,7.4
downsizing,Par.,30600000.0,2017,en,10.682,2017-12-22,1887,downsizing,68000000.0,24449754.0,54462971.0,5.1
i tonya,Neon,23900000.0,2017,en,15.407,2017-12-08,2904,i tonya,11000000.0,30014534.0,53797409.0,7.5
logan lucky,BST,20700000.0,2017,en,15.743,2017-08-18,1627,logan lucky,29000000.0,27778642.0,44264271.0,6.7
rough night,Sony,25200000.0,2017,en,14.338,2017-06-16,1096,rough night,20000000.0,22105643.0,46844357.0,5.6
mother,Par.,26700000.0,2017,en,0.876,2013-02-05,1,mother,30000000.0,17800004.0,42531076.0,7.0
the snowman,Uni.,36400000.0,2017,en,14.581,2017-10-20,1225,the snowman,35000000.0,6670765.0,43226146.0,5.1
gifted,FoxS,18200000.0,2017,en,16.745,2017-04-12,2035,gifted,7000000.0,24801212.0,36964656.0,7.9
t2 trainspotting,TriS,39300000.0,2017,en,11.001,2017-03-17,1741,t2 trainspotting,18000000.0,2402004.0,42091262.0,7.0
fist fight,WB (NL),8900000.0,2017,en,9.808,2017-02-17,708,fist fight,25000000.0,32187017.0,40286416.0,6.0
