title,studio,domestic_gross,foreign_gross,year
the theory of everything,Focus,35900000.0,87800000.0,2014
the nut job,ORF,64300000.0,56600000.0,2014
the wind rises,BV,5200000.0,112700000.0,2014
pompeii,TriS,23200000.0,94600000.0,2014
the admiral roaring currents,CJ,2600000.0,109600000.0,2014
the purge anarchy,Uni.,72000000.0,40000000.0,2014
the boxtrolls,Focus,50800000.0,58400000.0,2014
horrible bosses 2,WB,54400000.0,53200000.0,2014
ouija,Uni.,50900000.0,52700000.0,2014
birdman,FoxS,42300000.0,60900000.0,2014
transcendence,WB,23000000.0,80000000.0,2014
alexander and the terrible horrible no good very bad day,BV,67000000.0,34400000.0,2014
heaven is for real,TriS,91400000.0,9900000.0,2014
tammy,WB (NL),84500000.0,16000000.0,2014
pk,UTV,10600000.0,89800000.0,2014
the book of life 2014,Fox,50200000.0,49600000.0,2014
paranormal activity the marked ones,Par.,32500000.0,58400000.0,2014
the hundredfoot journey,BV,54200000.0,34600000.0,2014
john wick,LG/S,43000000.0,45700000.0,2014
deliver us from evil,SGem,30600000.0,57400000.0,2014
a million ways to die in the west,Uni.,43100000.0,44100000.0,2014
snowpiercer,RTWC,4600000.0,82200000.0,2014
step up all in,LG/S,14900000.0,71300000.0,2014
the judge,WB,47100000.0,37300000.0,2014
muppets most wanted,BV,51200000.0,29200000.0,2014
if i stay,WB (NL),50500000.0,28400000.0,2014
i frankenstein,LGF,19100000.0,52100000.0,2014
the attorney,WGUSA,557000.0,70000000.0,2014
think like a man too,SGem,65200000.0,5000000.0,2014
brick mansions,Rela.,20400000.0,48500000.0,2014
stalingrad 2014,Sony,1000000.0,67099999.0,2014
son of god,Fox,59700000.0,8100000.0,2014
jersey boys,WB,47000000.0,20600000.0,2014
the giver,Wein.,45100000.0,21900000.0,2014
selma,Par.,52100000.0,14700000.0,2014
gods not dead,Free,60800000.0,3900000.0,2014
thunder and the house of magic,Shout!,4100.0,64200000.0,2014
begin again,Wein.,16200000.0,47300000.0,2014
the legend of hercules,LG/S,18800000.0,42400000.0,2014
evangelion 30 you can not redo,Elev.,175000.0,60300000.0,2014
dolphin tale 2,WB,42000000.0,15800000.0,2014
st vincent,Wein.,44100000.0,10700000.0,2014
no good deed 2014,SGem,52500000.0,1800000.0,2014
a walk among the tombstones,Uni.,26300000.0,26900000.0,2014
3 days to kill,Rela.,30700000.0,21900000.0,2014
wild 2014,FoxS,37900000.0,14600000.0,2014
magic in the moonlight,SPC,10500000.0,40500000.0,2014
dragon ball z battle of gods,SV,2600000.0,47800000.0,2014
about last night 2014,SGem,48600000.0,365000.0,2014
whiplash,SPC,13100000.0,35900000.0,2014
chef,ORF,31400000.0,14500000.0,2014
earth to echo,Rela.,38900000.0,6400000.0,2014
boyhood,IFC,25400000.0,19100000.0,2014
oculus,Rela.,27700000.0,16300000.0,2014
bang bang,FIP,2500000.0,39500000.0,2014
as aboveso below,Uni.,21300000.0,20600000.0,2014
this is where i leave you,WB,34300000.0,7000000.0,2014
that awkward moment,Focus,26100000.0,14400000.0,2014
frank millers sin city a dame to kill for,W/Dim.,13800000.0,25600000.0,2014
the gambler,Par.,33700000.0,5600000.0,2014
million dollar arm,BV,36500000.0,2800000.0,2014
nightcrawler,ORF,32400000.0,6300000.0,2014
devils due,Fox,15800000.0,21100000.0,2014
a most wanted man,RAtt.,17200000.0,19000000.0,2014
the best of me,Rela.,26800000.0,9200000.0,2014
endless love 2014,Uni.,23400000.0,11300000.0,2014
get on up,Uni.,30700000.0,2700000.0,2014
the november man,Rela.,25000000.0,7500000.0,2014
the pirates,WGUSA,416000.0,32100000.0,2014
winters tale,WB,12600000.0,18500000.0,2014
draft day,LG/S,28800000.0,620000.0,2014
big eyes,Wein.,14500000.0,14800000.0,2014
the divine move,CJ,137000.0,27800000.0,2014
top five,Par.,25300000.0,800000.0,2014
iceman 2014,WGUSA,7700.0,26000000.0,2014
and so it goes,CE,15200000.0,10200000.0,2014
on the other side of the tracks,Wein.,9600.0,25100000.0,2014
the players,Wein.,10900.0,24600000.0,2014
the tale of the princess kaguya,GK,703000.0,23500000.0,2014
a haunted house 2,ORF,17300000.0,6600000.0,2014
the railway man,Wein.,4400000.0,17900000.0,2014
mr turner,SPC,4000000.0,18200000.0,2014
the suspect 2014,WGUSA,219000.0,21400000.0,2014
bears,BV,17800000.0,3500000.0,2014
yves saint laurent,Wein.,724000.0,20300000.0,2014
labor day,Par.,13400000.0,6900000.0,2014
like father like son 2014,IFC,335000.0,19600000.0,2014
left behind 2014,Free,14000000.0,5700000.0,2014
legends of oz dorothys return,CE,8500000.0,10200000.0,2014
the drop,FoxS,10700000.0,7900000.0,2014
the quiet ones,LGF,8500000.0,9300000.0,2014
sabotage 2014,ORF,10500000.0,7000000.0,2014
road to ninja naruto the movie,Elev.,43200.0,17300000.0,2014
calvary,FoxS,3600000.0,13300000.0,2014
the pyramid,Fox,2800000.0,14100000.0,2014
tyler perrys the single moms club,LGF,16000000.0,364000.0,2014
beyond outrage,Magn.,3900.0,16200000.0,2014
before i go to sleep,CE,3200000.0,12200000.0,2014
vampire academy,Wein.,7800000.0,7600000.0,2014
inherent vice,WB,8100000.0,6600000.0,2014
island of lemurs madagascar imax,WB,11300000.0,2800000.0,2014
the two faces of january,Magn.,507000.0,13000000.0,2014
fading gigolo,MNE,3800000.0,9600000.0,2014
a most violent year,A24,5700000.0,6300000.0,2014
the interview 2014,Sony,6100000.0,5200000.0,2014
one chance,Wein.,101000.0,10800000.0,2014
bicycling with moliere,Strand,59900.0,10700000.0,2014
wetlands,Strand,59500.0,10500000.0,2014
the babadook,IFC,964000.0,9300000.0,2014
nymphomaniac volume i,Magn.,786000.0,9500000.0,2014
gladiators of rome,VPD,8200.0,10100000.0,2014
mood indigo,Drft.,303000.0,9500000.0,2014
alan partridge the movie,Magn.,153000.0,9600000.0,2014
venus in fur,IFC,374000.0,8000000.0,2014
filth,Magn.,34400.0,8300000.0,2014
what if 2014,CBS,3500000.0,4400000.0,2014
finding fanny,FIP,616000.0,7100000.0,2014
pride 2014,CBS,1400000.0,6100000.0,2014
chinese puzzle,Cohen,339000.0,7100000.0,2014
a long way down,Magn.,13300.0,7200000.0,2014
two days one night,IFC,1400000.0,5400000.0,2014
a letter to momo,GK,71700.0,6700000.0,2014
le chef,Cohen,343000.0,5900000.0,2014
mas negro que la noche,LGF,870000.0,5200000.0,2014
french gigolo cliente,IFC,3000.0,6000000.0,2014
the trip to italy,IFC,2900000.0,3000000.0,2014
the immigrant,Wein.,2000000.0,3800000.0,2014
wish i was here,Focus,3600000.0,1900000.0,2014
under the skin 2014,A24,2600000.0,2800000.0,2014
the french minister,IFC,12000.0,5100000.0,2014
ernest celestine,GK,262000.0,4800000.0,2014
tracks 2014,Wein.,510000.0,4400000.0,2014
the love punch,KE,267000.0,4500000.0,2014
diplomacy,Zeit.,231000.0,3700000.0,2014
horns,RTWC,174000.0,3700000.0,2014
ragnarok,Magn.,1400.0,3700000.0,2014
veronica mars,WB,3300000.0,195000.0,2014
enemy,A24,1000000.0,2400000.0,2014
words and pictures,RAtt.,2200000.0,1200000.0,2014
the protector 2,Magn.,2500.0,3300000.0,2014
the rover,A24,1100000.0,2100000.0,2014
the mystery of happiness,Strand,8500.0,3200000.0,2014
the german doctor,Gold.,418000.0,2600000.0,2014
citizenfour,RTWC,2800000.0,202000.0,2014
a coffee in berlin,MBox,150000.0,2600000.0,2014
living is easy with eyes closed,Outs,11600.0,2600000.0,2014
a five star life,MBox,307000.0,2200000.0,2014
blood ties 2014,RAtt.,42500.0,2400000.0,2014
the guest 2014,PH,333000.0,2000000.0,2014
life of riley,KL,11600.0,2300000.0,2014
marius,KL,9800.0,2200000.0,2014
men women children,Par.,706000.0,1500000.0,2014
nymphomaniac volume ii,Magn.,327000.0,1900000.0,2014
20000 days on earth,Drft.,280000.0,1800000.0,2014
make your move,HTR,125000.0,1300000.0,2014
bright days ahead,Trib.,21800.0,1400000.0,2014
postman pat the movie,Shout!,1500.0,1300000.0,2014
just a sigh,Distrib.,75500.0,1200000.0,2014
for a woman,FM,32299.0,1200000.0,2014
why dont you play in hell,Drft.,28500.0,1200000.0,2014
the way he looks,Strand,101000.0,1100000.0,2014
ilo ilo,FM,56800.0,1100000.0,2014
jackpot,DR,800.0,1100000.0,2014
borgman,Drft.,57500.0,952000.0,2014
the disappearance of eleanor rigby,Wein.,588000.0,397000.0,2014
age of uprising the legend of michael kohlhaas us only,MBox,3300.0,797000.0,2014
the zero theorem,Ampl.,258000.0,513000.0,2014
archipelago,KL,7800.0,492000.0,2014
the congress,Drft.,138000.0,318000.0,2014
bjork biophilia live,CP,128000.0,306000.0,2014
the last sentence,MBox,62500.0,265000.0,2014
7 boxes,BGP,38100.0,267000.0,2014
gabrielle 2014,EOne,5500.0,222000.0,2014
unrelated,KL,4500.0,154000.0,2014
may in the summer,Cohen,22000.0,112000.0,2014
lifes a breeze,Magn.,3500.0,99700.0,2014
policeman,Crnth,11300.0,27000.0,2014
star wars the force awakens,BV,936700000.0,11316.0,2015
jurassic world,Uni.,652300000.0,10194.0,2015
furious 7,Uni.,353000000.0,11630.0,2015
avengers age of ultron,BV,459000000.0,946400000.0,2015
minions,Uni.,336000000.0,823400000.0,2015
spectre,Sony,200100000.0,680600000.0,2015
inside out,BV,356500000.0,501100000.0,2015
mission impossible rogue nation,Par.,195000000.0,487700000.0,2015
the hunger games mockingjay part 2,LGF,281700000.0,371700000.0,2015
the martian,Fox,228400000.0,401700000.0,2015
fifty shades of grey,Uni.,166200000.0,404800000.0,2015
cinderella 2015,BV,201200000.0,342400000.0,2015
the revenant,Fox,183600000.0,349300000.0,2015
antman,BV,180200000.0,339100000.0,2015
hotel transylvania 2,Sony,169700000.0,305100000.0,2015
san andreas,WB (NL),155200000.0,318800000.0,2015
terminator genisys,Par.,89800000.0,350800000.0,2015
kingsman the secret service,Fox,128300000.0,286100000.0,2015
home 2015,Fox,177400000.0,208600000.0,2015
mad max fury road,WB,153600000.0,224800000.0,2015
the good dinosaur,BV,123100000.0,209100000.0,2015
taken 3,Fox,89300000.0,237200000.0,2015
the spongebob movie sponge out of water,Par.,163000000.0,162200000.0,2015
maze runner the scorch trials,Fox,81700000.0,230600000.0,2015
the divergent series insurgent,LG/S,130199999.0,167100000.0,2015
pitch perfect 2,Uni.,184300000.0,103200000.0,2015
paddington,W/Dim.,76300000.0,191800000.0,2015
mojin the lost legend,WGUSA,1200000.0,258100000.0,2015
lost in hong kong,WGUSA,1300000.0,255000000.0,2015
the peanuts movie,Fox,130199999.0,116100000.0,2015
pixels,Sony,78700000.0,166100000.0,2015
daddys home,Par.,150400000.0,92400000.0,2015
spy,Fox,110800000.0,124800000.0,2015
alvin and the chipmunks the road chip,Fox,85900000.0,148900000.0,2015
goodbye mr loser,CL,1300000.0,226800000.0,2015
ted 2,Uni.,81500000.0,135200000.0,2015
tomorrowland,BV,93400000.0,115700000.0,2015
everest 2015,Uni.,43500000.0,159900000.0,2015
straight outta compton,Uni.,161200000.0,40400000.0,2015
the intern,WB,75800000.0,118800000.0,2015
jupiter ascending,WB,47400000.0,136600000.0,2015
creed,WB (NL),109800000.0,63800000.0,2015
fantastic four,Fox,56100000.0,111900000.0,2015
bridge of spies,BV,72300000.0,93200000.0,2015
focus 2015,WB,53900000.0,105200000.0,2015
the hateful eight,Wein.,54100000.0,101600000.0,2015
goosebumps,Sony,80100000.0,70100000.0,2015
the last witch hunter,LG/S,27400000.0,119600000.0,2015
the taking of tiger mountain,WGUSA,229000.0,141400000.0,2015
trainwreck,Uni.,110200000.0,30600000.0,2015
mr six,CL,1400000.0,137800000.0,2015
point break 2015,WB,28800000.0,104900000.0,2015
the big short,Par.,70300000.0,63200000.0,2015
pan,WB,35100000.0,93300000.0,2015
wolf totem,Sony,211000.0,125600000.0,2015
magic mike xxl,WB,66000000.0,56500000.0,2015
dragon blade,LGP,74100.0,121500000.0,2015
seventh son,Uni.,17200000.0,97000000.0,2015
insidious chapter 3,Focus,52200000.0,60800000.0,2015
get hard,WB,90400000.0,21400000.0,2015
the man from uncle,WB,45400000.0,64400000.0,2015
paul blart mall cop 2,Sony,71000000.0,36600000.0,2015
shaun the sheep movie,LGF,19400000.0,86800000.0,2015
sisters,Uni.,87000000.0,18000000.0,2015
vacation,WB (NL),58900000.0,46000000.0,2015
chappie,Sony,31600000.0,70500000.0,2015
joy,Fox,56500000.0,44700000.0,2015
black mass,WB,62600000.0,37200000.0,2015
devil and angel e gun tian shi,CL,131000.0,98500000.0,2015
the visit,Uni.,65200000.0,33200000.0,2015
spotlight,ORF,45100000.0,53200000.0,2015
poltergeist 2015,Fox,47400000.0,48000000.0,2015
in the heart of the sea,WB,25000000.0,68900000.0,2015
southpaw,Wein.,52400000.0,39500000.0,2015
the second best exotic marigold hotel,FoxS,33100000.0,52900000.0,2015
paper towns,Fox,32000000.0,53500000.0,2015
sicario,LGF,46900000.0,38000000.0,2015
hitman agent 47,Fox,22500000.0,59900000.0,2015
the wedding ringer,SGem,64500000.0,15300000.0,2015
paranormal activity the ghost dimension,Par.,18300000.0,60600000.0,2015
crimson peak,Uni.,31100000.0,43600000.0,2015
the transporter refueled,EC,16000000.0,56600000.0,2015
run all night,WB,26500000.0,45200000.0,2015
the age of adaline,LGF,42600000.0,23000000.0,2015
the danish girl,Focus,11100000.0,53100000.0,2015
unfriended,Uni.,32500000.0,31600000.0,2015
the longest ride,Fox,37400000.0,25500000.0,2015
brooklyn,FoxS,38300000.0,23800000.0,2015
dragon ball z resurrection f,FUN,8000000.0,53800000.0,2015
woman in gold,Wein.,33299999.0,28300000.0,2015
krampus,Uni.,42700000.0,18800000.0,2015
the walk,TriS,10100000.0,51000000.0,2015
the perfect guy,SGem,57000000.0,3200000.0,2015
the gift 2015,STX,43800000.0,15200000.0,2015
no escape,Wein.,27300000.0,27100000.0,2015
sinister 2,Focus,27700000.0,25100000.0,2015
prem ratan dhan payo,FIP,4400000.0,48200000.0,2015
the boy next door,Uni.,35400000.0,17000000.0,2015
the night before,Sony,43000000.0,9300000.0,2015
hot pursuit,WB (NL),34600000.0,17100000.0,2015
the 100year old man who climbed out the window and disappeared,MBox,944000.0,50200000.0,2015
the himalayas,CJ,697000.0,49800000.0,2015
entourage,WB,32400000.0,16900000.0,2015
the woman in black 2 angel of death,Rela.,26500000.0,22400000.0,2015
concussion 2015,Sony,34500000.0,14100000.0,2015
mortdecai,LGF,7700000.0,39600000.0,2015
coming home 2015,SPC,378000.0,46400000.0,2015
mcfarland usa,BV,44500000.0,1200000.0,2015
max 2015,WB,42700000.0,1300000.0,2015
still alice,SPC,18800000.0,25100000.0,2015
the duff,LGF,34000000.0,9500000.0,2015
legend,Uni.,1900000.0,41100000.0,2015
the gallows,WB (NL),22800000.0,20200000.0,2015
love the coopers,LGF,26300000.0,16100000.0,2015
the lady in the van,SPC,10000000.0,31400000.0,2015
ricki and the flash,TriS,26800000.0,14500000.0,2015
carol,Wein.,12700000.0,27600000.0,2015
the lazarus effect,Rela.,25800000.0,12600000.0,2015
the water diviner,WB,4200000.0,34000000.0,2015
a walk in the woods,BG,29500000.0,8000000.0,2015
ex machina,A24,25400000.0,11400000.0,2015
burnt,Wein.,13700000.0,23000000.0,2015
room,A24,14700000.0,20700000.0,2015
the secret in their eyes 2015,STX,20200000.0,14700000.0,2015
steve jobs,Uni.,17800000.0,16700000.0,2015
victor frankenstein,Fox,5800000.0,28500000.0,2015
project almanac,Par.,22300000.0,10900000.0,2015
selfless,Focus,12300000.0,18200000.0,2015
far from the madding crowd,FoxS,12200000.0,18000000.0,2015
mr holmes,RAtt.,17700000.0,11600000.0,2015
love mercy,RAtt.,12600000.0,16100000.0,2015
irrational man,SPC,4000000.0,23400000.0,2015
american ultra,LGF,14400000.0,12700000.0,2015
wild tales,SPC,3100000.0,23900000.0,2015
aloha,Sony,21100000.0,5200000.0,2015
love rosie,TFA,20400.0,25600000.0,2015
the 33,WB,12200000.0,12700000.0,2015
capture the flag,Par.,6700.0,24600000.0,2015
the gunman,ORF,10700000.0,13500000.0,2015
go away mr tumor,CL,287000.0,21500000.0,2015
blackhat,Uni.,8000000.0,11600000.0,2015
dope,ORF,17500000.0,480000.0,2015
brothers blood against blood,FIP,614000.0,17200000.0,2015
while were young,A24,7600000.0,9700000.0,2015
monkey kingdom,BV,16399999.0,711000.0,2015
macbeth 2015,Wein.,1100000.0,15200000.0,2015
scouts guide to the zombie apocalypse,Par.,3700000.0,12400000.0,2015
suffragette,Focus,4700000.0,11300000.0,2015
unfinished business,Fox,10200000.0,4200000.0,2015
do you believe,PFR,13000000.0,1400000.0,2015
strange magic,BV,12400000.0,1200000.0,2015
hot tub time machine 2,Par.,12300000.0,767000.0,2015
child 44,LG/S,1200000.0,11700000.0,2015
we are your friends,WB,3600000.0,7500000.0,2015
danny collins,BST,5600000.0,5200000.0,2015
kung fu killer,WGUSA,130000.0,10000000.0,2015
a little chaos,FCW,558000.0,9500000.0,2015
the loft,ORF,6000000.0,4099999.0,2015
the young prodigious ts spivet,Wein.,174000.0,9300000.0,2015
shanghai,Wein.,46400.0,9200000.0,2015
me and earl and the dying girl,FoxS,6800000.0,2300000.0,2015
shaandaar,FIP,522000.0,7800000.0,2015
trumbo 2015,BST,7900000.0,378000.0,2015
grandma 2015,SPC,7000000.0,107000.0,2015
what we do in the shadows,U/P,3500000.0,2800000.0,2015
anomalisa,Par.,3800000.0,1900000.0,2015
pawn sacrifice,BST,2400000.0,3100000.0,2015
serena,Magn.,176000.0,4900000.0,2015
mr x,FIP,45000.0,5000000.0,2015
back to the future day,UHE,1700000.0,3200000.0,2015
trash,FCW,17500.0,4800000.0,2015
buen dia ramon,FIP,154000.0,4500000.0,2015
hamari adhuri kahani,FIP,235000.0,4200000.0,2015
escobar paradise lost,RTWC,196000.0,3600000.0,2015
by the sea,Uni.,538000.0,2800000.0,2015
sleeping with other people,IFC,819000.0,2400000.0,2015
jimmys hall,SPC,561000.0,2600000.0,2015
remember canada release,EOne,547000.0,2500000.0,2015
captive 2015,Par.,2600000.0,218000.0,2015
he named me malala,FoxS,2700000.0,97100.0,2015
jem and the holograms,Uni.,2200000.0,149000.0,2015
beloved sisters,MBox,54000.0,2200000.0,2015
the riot club,IFC,7700.0,2100000.0,2015
janis little girl blue,FR,410000.0,1200000.0,2015
71,RAtt.,1300000.0,355000.0,2015
maps to the stars,FCW,351000.0,988000.0,2015
cartel land,Orch.,704000.0,422000.0,2015
the d train,IFC,673000.0,102000.0,2015
black panthers vanguard of the revolution,PBS,517000.0,67200.0,2015
love thy nature,ITL,41100.0,11800.0,2015
captain america civil war,BV,408100000.0,745200000.0,2016
rogue one a star wars story,BV,532200000.0,523900000.0,2016
finding dory,BV,486300000.0,542300000.0,2016
zootopia,BV,341300000.0,682500000.0,2016
the jungle book 2016,BV,364000000.0,602500000.0,2016
the secret life of pets,Uni.,368400000.0,507100000.0,2016
batman v superman dawn of justice,WB,330400000.0,543300000.0,2016
fantastic beasts and where to find them,WB,234000000.0,580000000.0,2016
deadpool,Fox,363100000.0,420000000.0,2016
suicide squad,WB,325100000.0,421700000.0,2016
doctor strange,BV,232600000.0,445100000.0,2016
moana,BV,248800000.0,394600000.0,2016
sing,Uni.,270400000.0,363800000.0,2016
the mermaid mei ren yu,Sony,3200000.0,550600000.0,2016
xmen apocalypse,Fox,155400000.0,388500000.0,2016
kung fu panda 3,Fox,143500000.0,377600000.0,2016
la la land,LG/S,151100000.0,295000000.0,2016
warcraft,Uni.,47400000.0,386300000.0,2016
jason bourne,Uni.,162400000.0,253100000.0,2016
ice age collision course,Fox,64099999.0,344500000.0,2016
independence day resurgence,Fox,103100000.0,286500000.0,2016
monster hunt,FR,32800.0,385300000.0,2016
the legend of tarzan,WB,126600000.0,230100000.0,2016
the angry birds movie,Sony,107500000.0,244800000.0,2016
trolls,Fox,153700000.0,193200000.0,2016
star trek beyond,Par.,158800000.0,184600000.0,2016
now you see me 2,LG/S,65099999.0,269800000.0,2016
the conjuring 2,WB (NL),102500000.0,217900000.0,2016
passengers 2016,Sony,100000000.0,203100000.0,2016
dangal,UTV,12400000.0,290500000.0,2016
alice through the looking glass,BV,77000000.0,222400000.0,2016
miss peregrines home for peculiar children,Fox,87200000.0,209200000.0,2016
teenage mutant ninja turtles out of the shadows,Par.,82100000.0,163600000.0,2016
assassins creed,Fox,54600000.0,186300000.0,2016
sully,WB,125100000.0,115700000.0,2016
hidden figures,Fox,169600000.0,66300000.0,2016
ghostbusters 2016,Sony,128400000.0,100800000.0,2016
inferno,Sony,34300000.0,185700000.0,2016
central intelligence,WB (NL),127400000.0,89500000.0,2016
bridget joness baby,Uni.,24300000.0,187700000.0,2016
me before you,WB (NL),56200000.0,152100000.0,2016
london has fallen,Focus,62500000.0,143200000.0,2016
arrival,Par.,100500000.0,102800000.0,2016
the monkey king 2 in 3d,CL,710000.0,193000000.0,2016
bad moms,STX,113300000.0,70700000.0,2016
storks,WB,72700000.0,110700000.0,2016
the bfg,BV,55500000.0,127900000.0,2016
the divergent series allegiant,LG/S,66200000.0,113100000.0,2016
hacksaw ridge,LGF,67200000.0,108100000.0,2016
the girl on the train 2016,Uni.,75400000.0,97800000.0,2016
operation mekong,WGUSA,800000.0,172300000.0,2016
the huntsman winters war,Uni.,48400000.0,116600000.0,2016
the magnificent seven 2016,Sony,93400000.0,68900000.0,2016
jack reacher never go back,Par.,58700000.0,103400000.0,2016
dont breathe,SGem,89200000.0,67900000.0,2016
ip man 3,WGUSA,2700000.0,154200000.0,2016
the accountant,WB,86300000.0,68900000.0,2016
gods of egypt,LG/S,31200000.0,119500000.0,2016
lights out,WB (NL),67300000.0,81600000.0,2016
petes dragon 2016,BV,76200000.0,67500000.0,2016
sausage party,Sony,97700000.0,43000000.0,2016
lion,Wein.,51700000.0,88600000.0,2016
detective chinatown tang ren jie tan an,CL,474000.0,125400000.0,2016
mechanic resurrection,LG/S,21200000.0,104500000.0,2016
ride along 2,Uni.,91200000.0,33400000.0,2016
deepwater horizon,LG/S,61400000.0,60400000.0,2016
allied,Par.,40100000.0,79400000.0,2016
the shallows,Sony,55100000.0,64000000.0,2016
the purge election year,Uni.,79200000.0,39400000.0,2016
why him,Fox,60300000.0,57800000.0,2016
office christmas party,Par.,54800000.0,59700000.0,2016
how to be single,WB (NL),46800000.0,65500000.0,2016
10 cloverfield lane,Par.,72100000.0,38100000.0,2016
the 5th wave,Sony,34900000.0,75000000.0,2016
neighbors 2 sorority rising,Uni.,55500000.0,52600000.0,2016
cold war 2,WGUSA,561000.0,102600000.0,2016
the little prince,EOne,1300000.0,96200000.0,2016
dirty grandpa,LGF,35600000.0,58500000.0,2016
benhur 2016,Par.,26400000.0,67700000.0,2016
money monster,TriS,41000000.0,52300000.0,2016
my big fat greek wedding 2,Uni.,59700000.0,29200000.0,2016
collateral beauty,WB (NL),31000000.0,57500000.0,2016
train to busan,WGUSA,2100000.0,85400000.0,2016
sultan,Yash,6200000.0,81100000.0,2016
war dogs,WB,43000000.0,43200000.0,2016
nerve,LGF,38600000.0,46700000.0,2016
ouija origin of evil,Uni.,35100000.0,46600000.0,2016
manchester by the sea,RAtt.,47700000.0,31300000.0,2016
the boss,Uni.,63300000.0,15600000.0,2016
shin godzilla,FUN,1900000.0,76000000.0,2016
mike and dave need wedding dates,Fox,46000000.0,31100000.0,2016
boo a madea halloween,LGF,73200000.0,1600000.0,2016
miracles from heaven,TriS,61700000.0,12200000.0,2016
i am not madame bovary,WGUSA,437000.0,70400000.0,2016
kubo and the two strings,Focus,48000000.0,21900000.0,2016
13 hours the secret soldiers of benghazi,Par.,52900000.0,16600000.0,2016
moonlight 2016,A24,27900000.0,37200000.0,2016
fences,Par.,57700000.0,6700000.0,2016
the boy 2016,STX,35800000.0,28400000.0,2016
hail caesar,Uni.,30500000.0,33100000.0,2016
the nice guys,WB,36300000.0,26500000.0,2016
lord legend of ravaging dynasties,AR,350000.0,57700000.0,2016
nine lives 2016,EC,19700000.0,38100000.0,2016
zoolander 2,Par.,28800000.0,27900000.0,2016
barbershop the next cut,WB (NL),54000000.0,1000000.0,2016
the finest hours,BV,27600000.0,24500000.0,2016
master,CJ,597000.0,51000000.0,2016
patriots day,LGF,31900000.0,18700000.0,2016
florence foster jenkins,Par.,27400000.0,21500000.0,2016
mothers day,ORF,32500000.0,15900000.0,2016
luckkey,JBG,467000.0,47700000.0,2016
yokai watch the movie,Elev.,257000.0,47600000.0,2016
a monster calls,Focus,3700000.0,43600000.0,2016
eddie the eagle,Fox,15800000.0,30400000.0,2016
risen,Sony,36900000.0,9200000.0,2016
blair witch,LGF,20800000.0,24400000.0,2016
cafe society,LGF,11100000.0,32700000.0,2016
almost christmas,Uni.,42200000.0,422000.0,2016
the witch,A24,25100000.0,15300000.0,2016
the wild life 2016,LG/S,8000000.0,31500000.0,2016
criminal 2016,LG/S,14700000.0,24100000.0,2016
absolutely fabulous the movie,FoxS,4800000.0,33100000.0,2016
hell or high water,LGF,27000000.0,10900000.0,2016
the forest,Focus,26600000.0,11000000.0,2016
snowden,ORF,21600000.0,15700000.0,2016
billy lynns long halftime walk,TriS,1700000.0,29200000.0,2016
when the bough breaks,SGem,29700000.0,911000.0,2016
nocturnal animals,Focus,10700000.0,19600000.0,2016
keeping up with the joneses,Fox,14900000.0,15000000.0,2016
ae dil hai mushkil,FIP,4300000.0,24100000.0,2016
fan,Yash,2300000.0,25900000.0,2016
ms dhoni the untold story,FIP,1800000.0,26000000.0,2016
the light between oceans,BV,12500000.0,13400000.0,2016
the brothers grimsby,Sony,6900000.0,18300000.0,2016
race 2016,Focus,19200000.0,5900000.0,2016
free state of jones,STX,20800000.0,4200000.0,2016
a beautiful planet,Imax,15500000.0,9400000.0,2016
gods not dead 2,PFR,20800000.0,3700000.0,2016
silence 2016,Par.,7100000.0,16600000.0,2016
middle school the worst years of my life,LGF,20000000.0,3300000.0,2016
triple 9,ORF,12600000.0,10500000.0,2016
captain fantastic,BST,5900000.0,16900000.0,2016
live by night,WB,10400000.0,12300000.0,2016
julieta,SPC,1500000.0,21000000.0,2016
fifty shades of black,ORF,11700000.0,10500000.0,2016
el clan,FIP,201000.0,20200000.0,2016
the edge of seventeen,STX,14400000.0,4400000.0,2016
regression,W/Dim.,55000.0,17600000.0,2016
neerja,FIP,1600000.0,16000000.0,2016
hardcore henry,STX,9300000.0,7600000.0,2016
pride and prejudice and zombies,SGem,10900000.0,5500000.0,2016
kapoor sons since 1921,FIP,2600000.0,12800000.0,2016
the take 2016,HTR,50300.0,14800000.0,2016
sword master,WGUSA,75500.0,14600000.0,2016
the other side of the door,Fox,3000000.0,11300000.0,2016
sing street,Wein.,3200000.0,10400000.0,2016
shut in,EC,6900000.0,6200000.0,2016
loving,Focus,7800000.0,5200000.0,2016
the beatles eight days a week the touring years,Abr.,2900000.0,9400000.0,2016
the man who knew infinity,IFC,3900000.0,8400000.0,2016
our kind of traitor,RAtt.,3200000.0,7600000.0,2016
the perfect match,LGF,9700000.0,745000.0,2016
queen of katwe,BV,8900000.0,1500000.0,2016
miss sloane,EC,3500000.0,5600000.0,2016
morgan,Fox,3900000.0,4900000.0,2016
my king mon roi,FM,54100.0,7900000.0,2016
pele birth of a legend,IFC,57000.0,7800000.0,2016
a bigger splash,FoxS,2000000.0,5500000.0,2016
southside with you,RAtt.,6300000.0,208000.0,2016
incarnate,BH Tilt,4800000.0,1500000.0,2016
max steel,ORF,3800000.0,2500000.0,2016
midnight special,WB,3700000.0,2500000.0,2016
the duelist,Sony,13500.0,6100000.0,2016
the autopsy of jane doe,IFC,10500.0,6000000.0,2016
my best friends wedding 2016,Sony,78600.0,5600000.0,2016
genius,RAtt.,1400000.0,4300000.0,2016
